Date,Open,High,Low,Close,Adj Close,Volume
2019-03-05,6950.000000,7158.149902,6894.450195,7117.750000,7117.750000,838538
2019-03-06,7137.850098,7144.899902,7010.000000,7056.899902,7056.899902,557197
2019-03-07,7078.000000,7092.500000,7002.000000,7029.049805,7029.049805,396771
2019-03-08,6975.000000,7025.000000,6951.000000,6967.700195,6967.700195,486432
2019-03-11,6980.000000,7121.600098,6975.000000,7081.899902,7081.899902,720905
2019-03-12,7097.000000,7232.000000,7096.000000,7157.200195,7157.200195,828847
2019-03-13,7177.000000,7202.950195,7050.000000,7091.049805,7091.049805,534982
2019-03-14,7103.000000,7148.000000,7047.250000,7086.299805,7086.299805,584482
2019-03-15,7109.000000,7157.000000,7060.000000,7084.000000,7084.000000,861945
2019-03-18,7077.450195,7077.450195,6776.600098,6909.100098,6909.100098,1525653
2019-03-19,6900.000000,6901.950195,6809.250000,6825.200195,6825.200195,816763
2019-03-20,6860.000000,6860.000000,6650.000000,6673.549805,6673.549805,1017560
2019-03-22,6567.000000,6716.299805,6532.350098,6552.700195,6552.700195,1715983
2019-03-25,6515.000000,6621.000000,6491.200195,6522.600098,6522.600098,1093184
2019-03-26,6558.000000,6600.000000,6480.000000,6585.700195,6585.700195,909087
2019-03-27,6628.000000,6640.000000,6500.000000,6518.000000,6518.000000,887601
2019-03-28,6535.000000,6625.000000,6501.200195,6596.250000,6596.250000,949713
2019-04-01,6730.799805,6870.000000,6700.000000,6840.700195,6840.700195,1142386
2019-04-02,6859.450195,6900.700195,6785.500000,6889.700195,6889.700195,866805
2019-04-03,6896.000000,7098.000000,6896.000000,7072.899902,7072.899902,1491021
2019-04-04,7120.000000,7170.000000,7061.649902,7137.299805,7137.299805,1267840
2019-04-05,7095.000000,7143.950195,7050.000000,7101.000000,7101.000000,551063
