Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,DPO,USDINR_Close,Palladium_Close,Rhodium_Close,BSE_Close,AORD_Close,DJI_Close,FCHIX_Close,FTSE_Close,GDAXI_Close,GSPC_Close,HSI_Close
12/14/2022,4015.540039,4053.76001,3965.649902,3995.320068,4472340000,0,0,-3754.179004,82.40249634,1899.699951,1151.125,62677.91016,7438.700195,33966.35156,1.679999948,7495.899902,14460.2002,3995.320068,19673.44922
12/15/2022,3958.370117,3958.370117,3879.449951,3895.75,4493900000,0,0,-3750.737009,82.50800323,1791.199951,1128.949951,61799.03125,7390.299805,33202.21875,1.669999957,7426.200195,13986.23047,3895.75,19368.58984
12/16/2022,3890.909912,3890.909912,3827.909912,3852.360107,7493660000,0,0,-3746.027011,82.85790253,1684.199951,1128.900024,61337.80859,7336.5,32920.46094,1.659999967,7332.100098,13893.07031,3852.360107,19450.66992
12/19/2022,3853.790039,3854.860107,3800.040039,3817.659912,3969610000,0,0,-3738.762997,82.72599792,1642.5,1127.400024,61806.19141,7321,32757.53906,1.659999967,7361.299805,13942.87012,3817.659912,19352.81055
12/20/2022,3810.469971,3838.23999,3795.620117,3821.620117,3985370000,0,0,-3732.347006,82.58190155,1711.099976,1103.699951,61702.28906,7199.600098,32849.73828,1.649999976,7370.600098,13884.66016,3821.620117,19094.80078
12/21/2022,3839.48999,3889.820068,3839.48999,3878.439941,3775200000,0,0,-3724.150012,82.63690186,1644.400024,1127.449951,61067.23828,7293,33376.48047,1.659999967,7497.299805,14097.82031,3878.439941,19160.49023
12/22/2022,3853.26001,3853.26001,3764.48999,3822.389893,3956950000,0,0,-3713.906506,82.87860107,1650,1127.449951,60826.21875,7335.200195,33027.48828,1.659999967,7469.299805,13914.07031,3822.389893,19679.2207
