epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.0013440860202535987,0.42618727684020996,0.001,0.0,1.128786563873291
1,0.0013440860202535987,0.4239729046821594,0.001,0.0,1.128786563873291
