,Open,High,Low,Adj Close,Close,Volume,Turnover (Lacs),DPO,New York 9:30,Total Market Value
2013-05-24,793.4,794.7,779.2,785.6,786.45,1823040.0,14376.17,1979.5750000000014,1100.0,170915365.0
2013-05-28,830.0,846.9,826.2,843.05,843.4,4968154.0,41575.69,1995.2825000000014,1100.0,173320792.0
2013-05-30,845.0,846.0,830.0,833.0,836.8,4165950.0,34858.87,2030.3175000000012,1080.0,170135226.0
2013-05-31,834.1,835.75,802.1,805.0,806.3,3922347.0,31854.58,2114.3325000000013,1080.0,172150584.0
2013-06-04,790.6,799.8,779.15,780.3,780.2,3372217.0,26647.5,2046.4175000000012,1060.0,171223830.0
2013-06-06,800.0,803.9,788.1,790.95,792.0,3911834.0,31060.87,2087.170000000001,1040.0,171272715.0
2013-06-10,789.0,795.5,782.0,792.0,789.35,2597020.0,20489.23,2061.777500000001,1040.0,170416472.0
2013-06-11,783.5,791.5,775.3,786.0,785.6,3026936.0,23753.7,2062.4050000000016,1040.0,172261605.0
2013-06-14,796.2,819.85,796.1,816.55,814.65,4017490.0,32511.43,2016.550000000001,1040.0,168792755.0
2013-06-18,823.7,837.5,817.45,820.1,823.4,3579236.0,29642.84,2079.7900000000013,1040.0,173885322.0
2013-06-19,822.0,833.25,814.9,830.0,831.7,3961700.0,32672.22,2079.1425000000013,1040.0,180084969.0
2013-06-20,817.9,817.9,795.0,800.05,798.0,3982470.0,32036.26,2073.715000000001,1040.0,176616119.0
2013-06-21,799.9,810.35,783.6,792.8,792.85,4682806.0,37462.0,2073.3950000000013,1040.0,174770986.0
2013-06-24,790.0,796.15,778.5,796.0,792.65,3728564.0,29453.26,2027.0275000000013,1020.0,170933110.0
2013-07-02,883.1,891.8,868.75,875.0,871.85,4064138.0,35709.29,1914.0750000000012,1000.0,157352932.0
2013-07-03,860.5,863.35,848.55,850.0,850.85,2929628.0,24994.42,1911.6325000000013,1000.0,157131516.0
2013-07-05,866.35,884.75,866.35,878.8,880.35,2915951.0,25634.47,1879.5625000000014,1000.0,155212577.0
2013-07-08,870.0,873.45,858.15,865.75,866.95,3258017.0,28236.56,1885.5325000000012,1000.0,157426737.0
2013-07-09,869.1,881.8,867.05,874.35,874.8,2953811.0,25837.78,1881.0725000000011,1000.0,162888330.0
2013-07-10,874.25,879.85,839.0,857.0,856.0,5083109.0,43630.2,1952.7125000000012,1000.0,163478773.0
2013-07-11,865.0,873.3,859.25,871.85,870.05,2598534.0,22542.15,1948.7000000000012,1000.0,165545322.0
2013-07-12,874.25,896.0,869.6,895.0,889.95,3285192.0,28991.64,2052.885000000001,1000.0,161043197.0
2013-07-15,886.0,899.9,886.0,896.7,896.85,2951748.0,26384.73,2049.320000000001,1000.0,158312401.0
2013-07-16,887.0,904.45,883.05,903.0,900.6,2965797.0,26585.09,2042.810000000001,1000.0,160969392.0
2013-07-17,903.0,917.9,903.0,915.55,914.95,5287638.0,48264.79,2038.647500000001,1000.0,158976649.0
2013-07-18,918.0,919.95,909.2,916.3,917.25,2812387.0,25740.07,2033.685000000001,975.0,159714702.0
2013-07-19,919.05,927.9,913.05,923.0,923.7,3268422.0,30161.61,2027.1425000000008,975.0,160600365.0
2013-07-22,915.0,915.0,898.95,907.5,909.05,3876482.0,35193.76,2009.172500000001,975.0,159640896.0
2013-07-23,912.05,925.0,907.25,908.15,909.55,2841507.0,26028.04,2003.885000000001,975.0,154253108.0
2013-07-25,905.95,912.2,877.45,892.0,890.75,3618768.0,32502.93,1961.110000000001,975.0,146429745.0
2013-07-30,887.05,892.0,853.9,864.0,857.35,2604256.0,22719.2,2015.9075000000007,975.0,146282134.0
2013-08-02,860.0,871.95,850.0,857.0,857.35,2930875.0,25263.61,2105.880000000001,975.0,141004012.0
2013-08-06,858.45,864.2,830.15,841.1,841.05,2837977.0,24072.17,2135.087500000001,975.0,139537346.0
2013-08-07,845.0,881.85,831.0,867.5,872.45,4296180.0,37024.41,2168.665000000001,975.0,139058049.0
2013-08-08,867.35,872.45,857.15,863.15,865.65,2598354.0,22483.5,2168.885000000001,990.0,139513229.0
2013-08-13,843.0,859.95,835.0,851.75,852.9,2637165.0,22466.58,2152.2975000000006,1010.0,135720047.0
2013-08-16,865.0,867.0,817.15,832.0,826.7,6245328.0,52252.15,2152.640000000001,1010.0,140651184.0
2013-08-20,811.1,830.8,805.05,822.0,825.35,2610167.0,21377.01,2262.2075000000004,1010.0,144292639.0
2013-08-22,782.45,808.65,774.2,804.65,806.1,5095979.0,40333.33,2366.902500000001,1010.0,140954638.0
2013-08-23,813.7,824.7,808.5,818.45,819.5,3276098.0,26741.11,2316.095000000001,1010.0,142623638.0
2013-08-27,814.0,824.9,800.0,806.0,803.25,2993270.0,24292.72,2251.947500000001,1010.0,147554775.0
2013-08-28,795.1,818.55,763.9,808.0,811.8,5900451.0,46627.51,2255.642500000001,1010.0,145885775.0
2013-08-29,816.0,853.4,812.5,837.3,845.25,7049010.0,58852.49,2159.147500000001,1010.0,146113366.0
2013-09-03,888.2,891.7,828.3,828.45,831.0,3960633.0,33747.98,1962.587500000001,1010.0,144216775.0
2013-09-05,863.0,869.75,851.1,857.9,862.55,3258258.0,28076.69,1703.3225000000014,1010.0,139892548.0
2013-09-06,870.0,873.5,841.5,864.7,868.0,3439791.0,29570.92,1520.195000000001,1010.0,142092593.0
2013-09-10,872.9,893.55,866.25,886.45,890.35,4227364.0,37245.84,1518.960000000001,1010.0,142320184.0
2013-09-11,889.0,892.9,874.15,885.8,887.75,3396942.0,30042.99,1710.105000000001,1010.0,143382275.0
2013-09-12,888.0,901.0,871.15,872.15,875.4,4109760.0,36330.07,1708.980000000001,1000.0,141485684.0
2013-09-13,868.0,883.7,867.05,871.1,873.0,2246049.0,19666.6,1646.780000000001,1000.0,139285638.0
2013-09-17,856.35,864.0,852.6,857.95,858.15,2498437.0,21444.37,1769.632500000001,1000.0,137768366.0
2013-09-18,860.5,875.0,856.8,873.55,871.95,3132560.0,27176.1,1767.3025000000011,1000.0,138451138.0
2013-09-19,888.05,895.95,880.55,888.35,890.6,4328339.0,38403.44,1712.9525000000012,1000.0,139437366.0
2013-09-24,872.0,884.55,868.15,874.65,874.6,2823675.0,24765.63,1714.3200000000013,990.0,136175229.0
2013-09-27,842.0,854.5,837.0,839.0,839.9,2744478.0,23194.6,1612.9750000000013,990.0,137768366.0
2013-10-03,823.4,848.9,823.4,845.1,846.95,2082009.0,17466.27,1680.865000000001,990.0,133292411.0
2013-10-04,840.55,859.7,838.0,853.0,854.4,2265225.0,19277.08,1729.0625000000005,990.0,134506229.0
2013-10-08,849.7,854.7,839.2,842.9,844.95,2770271.0,23395.8,1757.0400000000006,990.0,134051047.0
2013-10-09,839.95,867.65,837.5,859.15,860.9,2732625.0,23408.71,1758.5125000000007,990.0,134582093.0
2013-10-10,859.0,862.8,848.05,861.0,860.0,2142108.0,18328.18,1695.3000000000006,990.0,132988957.0
2013-10-11,865.0,868.0,854.3,863.6,863.35,2233967.0,19237.22,1695.9025000000006,990.0,131471684.0
2013-10-15,897.3,898.65,864.0,866.5,867.8,5266950.0,46150.44,1568.6850000000006,990.0,134582093.0
2013-10-17,870.0,888.0,864.65,879.4,880.35,4026153.0,35430.83,1568.5250000000008,990.0,134430366.0
2013-10-18,881.6,908.0,881.6,903.5,905.65,5069374.0,45591.11,1566.8400000000008,990.0,133975184.0
2013-10-22,907.4,910.95,897.5,904.0,904.2,2342103.0,21162.71,1415.1950000000008,990.0,132988957.0
2013-10-24,892.05,911.0,881.35,883.75,884.5,2678332.0,24021.72,1461.4300000000005,990.0,133595866.0
2013-10-29,889.1,903.95,883.9,896.05,896.8,3303172.0,29572.84,1645.9625000000008,980.0,131092366.0
2013-11-05,903.35,921.7,903.35,909.4,909.7,2504263.0,22868.35,1665.4000000000005,980.0,128973267.0
2013-11-07,899.0,905.8,882.1,885.55,885.9,2238424.0,20041.7,1662.317500000001,980.0,127761790.0
2013-11-08,886.0,888.0,871.15,874.15,875.95,2001425.0,17561.7,1590.9700000000007,980.0,129834404.0
2013-11-12,865.0,871.6,850.2,850.5,852.6,2781812.0,23942.1,1604.127500000001,980.0,131462886.0
2013-11-13,849.9,861.4,842.1,843.05,844.4,1918164.0,16324.66,1605.2975000000008,970.0,130352557.0
2013-11-14,851.25,864.0,850.4,851.9,851.65,1835838.0,15730.37,1544.8825000000002,970.0,129242229.0
2013-11-19,875.0,884.9,875.0,879.0,878.35,1928073.0,16974.28,1665.1700000000005,950.0,126207331.0
2013-11-20,874.85,883.0,857.0,859.85,862.5,2992305.0,26194.9,1667.2550000000006,935.0,125911243.0
2013-11-21,859.9,860.0,843.45,846.9,847.6,2620866.0,22321.75,1694.9125000000008,935.0,127169616.0
2013-11-22,851.0,856.45,839.1,848.9,843.75,1710289.0,14510.97,1696.9500000000007,935.0,127095594.0
2013-11-26,850.5,856.8,837.55,840.5,841.25,3192390.0,27008.05,1712.9900000000005,920.0,125763200.0
2013-11-27,844.5,849.5,835.25,838.0,837.95,2610836.0,21940.14,1660.7325000000005,920.0,126281353.0
2013-12-03,855.0,865.5,850.65,861.5,861.9,2099451.0,18048.95,1444.0550000000007,910.0,127687769.0
2013-12-05,872.0,877.0,868.05,870.4,871.0,2865154.0,24988.24,1385.3175000000006,890.0,128353966.0
2013-12-06,870.15,874.65,861.2,868.0,866.7,1668901.0,14474.03,1386.2775000000006,890.0,128576032.0
2013-12-10,878.5,888.7,878.5,885.3,884.65,1992917.0,17634.15,1434.6400000000008,890.0,129094185.0
2013-12-12,878.0,880.0,868.0,870.3,870.2,1300646.0,11336.8,1387.3500000000008,925.0,128576032.0
2013-12-13,867.0,868.1,857.65,863.05,864.7,2040359.0,17625.84,1412.9975000000009,925.0,125985265.0
2014-01-02,887.7,896.0,870.1,873.0,875.0,1376901.0,12187.15,1275.050000000001,1025.0,124504827.0
2014-01-03,871.6,873.35,855.0,865.2,864.25,2933613.0,25352.79,1283.487500000001,1025.0,129978507.0
2014-01-06,862.1,863.25,850.0,855.15,854.95,3043781.0,26019.45,1284.075000000001,1050.0,135914329.0
2014-01-07,854.6,859.95,840.05,840.65,842.1,3957111.0,33493.06,1327.0675000000012,1050.0,139970765.0
2014-01-09,850.45,853.8,845.05,853.0,850.7,1899340.0,16132.98,1443.9925000000014,1050.0,144292589.0
2014-01-10,848.35,876.3,848.0,856.15,858.15,3392170.0,29292.14,1444.5950000000014,1050.0,151559752.0
2014-01-14,878.5,884.55,872.45,879.2,881.5,2760267.0,24310.78,1427.637500000001,1050.0,151121971.0
2014-01-15,884.7,895.0,881.0,882.5,885.45,2893960.0,25749.47,1396.6750000000013,1050.0,149108179.0
2014-01-16,888.7,893.3,882.05,885.2,886.15,4123266.0,36623.16,1395.3650000000011,1050.0,149896184.0
2014-01-17,889.15,896.9,880.25,883.5,884.75,3534630.0,31469.81,1475.480000000001,1050.0,148495286.0
2014-01-21,872.65,873.6,862.0,862.9,863.05,2241570.0,19404.28,1391.7600000000014,1050.0,148845510.0
2014-01-22,863.5,875.35,858.15,868.0,872.45,1947009.0,16935.5,1393.0400000000013,1050.0,149283291.0
2014-01-23,860.6,871.3,860.6,866.0,865.8,3146981.0,27265.45,1473.577500000001,1050.0,150246409.0
2014-01-24,862.0,874.65,861.1,866.8,867.65,2715344.0,23592.71,1474.137500000001,1050.0,150421522.0
2014-01-28,847.0,856.0,842.7,845.7,844.85,2645575.0,22459.44,1477.152500000001,1050.0,151297083.0
2014-01-29,849.8,852.5,835.0,835.6,836.6,2828526.0,23850.7,1532.2625000000012,1050.0,149721072.0
2014-01-30,831.4,833.85,822.2,825.6,825.0,3223490.0,26667.1,1534.7625000000012,1050.0,151822420.0
2014-02-06,820.0,824.1,808.15,815.9,815.85,2474757.0,20200.02,1528.1800000000007,1050.0,155159276.0
2014-02-07,822.1,823.8,810.6,813.0,814.45,1933597.0,15793.9,1530.365000000001,1050.0,155661985.0
2014-02-11,823.0,825.0,802.75,803.75,805.25,2882244.0,23371.96,1573.6000000000008,1050.0,154710716.0
2014-02-13,818.9,818.9,805.05,806.8,807.4,1978914.0,16048.82,1631.315000000001,1070.0,154451280.0
2014-02-14,811.9,824.0,808.0,821.9,822.05,2107250.0,17217.64,1717.350000000001,1070.0,155921421.0
2014-02-18,807.1,817.85,807.1,812.3,813.15,1312359.0,10692.28,1782.967500000001,1070.0,157564519.0
2014-02-20,811.3,813.7,803.1,804.15,805.45,1838151.0,14851.99,1819.6950000000008,1085.0,159899449.0
2014-02-25,814.3,816.0,807.55,809.45,810.55,1609074.0,13069.81,1823.307500000001,1085.0,159553534.0
2014-03-04,803.0,814.65,802.6,812.35,812.95,2056575.0,16673.45,1794.9400000000007,1085.0,167509591.0
2014-03-05,815.55,818.0,805.15,806.5,807.0,2703603.0,21892.99,1765.9175000000007,1085.0,166731281.0
2014-03-06,809.35,824.4,809.3,822.25,822.45,2325283.0,19028.24,1765.6575000000007,1085.0,169844520.0
2014-03-10,865.1,903.65,863.4,883.9,885.45,7513409.0,66841.56,1764.480000000001,1085.0,165434097.0
2014-03-12,874.0,882.9,867.65,869.25,871.35,2155857.0,18832.7,1800.385000000001,1085.0,168979732.0
2014-03-13,875.0,894.75,874.7,877.9,879.55,3936620.0,34929.4,1764.202500000001,1085.0,167769027.0
2014-03-14,874.0,889.95,869.05,886.0,886.15,3780891.0,33200.36,1760.265000000001,1070.0,168114943.0
2014-03-18,889.5,908.8,889.5,894.5,896.45,4351046.0,39177.06,1825.0950000000007,1070.0,168201422.0
2014-03-19,900.0,909.9,895.25,902.9,903.0,3743369.0,33771.22,1820.5600000000006,1070.0,168720295.0
2014-03-20,901.6,907.5,898.15,905.7,906.0,6791651.0,61503.56,1770.4675000000007,1070.0,165520576.0
2014-03-21,907.0,913.35,882.15,884.6,885.8,5040481.0,45077.15,1766.7900000000006,1100.0,165693534.0
2014-03-25,879.0,882.5,872.5,877.8,879.3,7154556.0,62861.22,1809.3125000000005,1120.0,168287900.0
2014-03-27,894.85,904.9,892.1,899.0,900.75,12665322.0,114199.09,1781.5775000000006,1120.0,170190436.0
2014-03-28,900.0,919.95,900.0,914.8,916.15,4267110.0,39014.67,1775.7675000000004,1130.0,170190436.0
2014-04-01,936.0,945.0,929.3,941.4,942.6,3575180.0,33508.11,1801.8675000000005,1165.0,175552126.0
2014-04-02,945.0,962.0,938.1,955.95,958.2,6121499.0,58467.74,1772.6075000000005,1165.0,171512680.0
2014-04-03,956.8,962.95,940.4,951.5,952.65,6069088.0,57718.58,1766.0975000000005,1165.0,172976873.0
2014-04-04,952.0,953.25,941.55,944.25,944.25,2860462.0,27050.35,1623.5050000000008,1165.0,173681230.0
2014-04-10,964.7,973.9,962.2,968.95,969.05,2434297.0,23574.77,1636.7650000000003,1165.0,173576542.0
2014-04-11,962.3,971.05,950.6,951.25,953.75,2672508.0,25612.98,1580.3050000000003,1165.0,172635516.0
2014-04-15,950.0,954.0,936.6,945.8,949.1,2117715.0,20010.67,1577.1575000000005,1125.0,174432020.0
2014-04-16,946.5,959.0,938.1,941.8,941.3,2830152.0,26830.06,1604.5650000000007,1125.0,172293325.0
2014-04-17,945.0,961.8,943.8,961.0,959.1,1793418.0,17124.24,1601.7600000000007,1125.0,171266751.0
2014-04-22,960.0,988.75,956.1,966.95,967.75,4418930.0,43019.96,1687.1825000000006,1125.0,171780038.0
2014-04-23,969.0,982.0,964.25,966.8,967.15,3494693.0,33904.52,1695.9825000000005,1125.0,174346472.0
2014-04-25,968.0,969.0,946.0,946.6,948.25,3029220.0,28839.96,1693.8400000000006,1100.0,175458594.0
2014-04-29,946.05,951.75,938.0,940.5,940.3,1919298.0,18080.54,1655.3500000000008,1080.0,178452768.0
2014-05-02,940.0,947.4,926.0,928.1,928.1,2073376.0,19357.7,1717.750000000001,1050.0,170924559.0
2014-05-07,960.1,971.4,957.05,958.9,960.85,2416483.0,23299.11,1604.275000000001,1030.0,175886333.0
2014-05-08,963.1,970.1,950.75,962.0,960.3,2731382.0,26248.2,1603.8925000000013,1030.0,176741812.0
2014-05-09,955.8,999.0,955.8,997.0,997.6,4217843.0,41605.19,1560.6250000000014,1030.0,173662090.0
2014-05-13,1040.0,1068.8,1034.5,1061.1,1063.4,6140492.0,64433.8,1530.8350000000014,1030.0,172036681.0
2014-05-14,1064.0,1068.0,1041.1,1044.9,1045.5,4428958.0,46530.78,1527.0125000000014,1030.0,169555794.0
2014-05-15,1045.5,1060.0,1039.25,1058.0,1053.4,4769324.0,50053.06,1549.4300000000014,1030.0,165706142.0
2014-05-16,1090.1,1145.25,1062.1,1075.0,1079.25,12031151.0,132961.17,1542.9225000000013,1030.0,165449498.0
2014-05-20,1127.9,1129.0,1075.7,1080.0,1079.85,5145199.0,56055.83,1468.1475000000012,1030.0,162027585.0
2014-05-21,1079.85,1102.95,1073.75,1075.0,1078.4,5026907.0,54474.87,1403.007500000001,1055.0,162369777.0
2014-05-23,1111.55,1132.0,1102.0,1129.0,1127.45,3786896.0,42315.59,1343.6400000000015,1180.0,163567446.0
2014-05-27,1103.0,1108.0,1075.1,1086.05,1087.95,2576905.0,27944.6,1376.6700000000012,1180.0,160744368.0
2014-05-29,1092.5,1093.4,1068.35,1079.0,1073.55,6322422.0,68049.14,1262.702500000001,1160.0,160658820.0
2014-05-30,1085.0,1089.7,1060.0,1066.0,1064.7,3953091.0,42371.15,1255.8725000000009,1140.0,159375603.0
2014-06-03,1083.3,1102.0,1077.35,1098.0,1095.4,2485694.0,27138.12,1182.302500000001,1140.0,156941156.0
2014-06-04,1092.65,1101.8,1076.25,1078.25,1077.5,2017568.0,21957.75,1168.1700000000005,1125.0,156288243.0
2014-06-05,1078.5,1094.9,1064.25,1092.1,1089.9,4565820.0,49317.83,1161.6900000000005,1125.0,153635954.0
2014-06-06,1107.4,1133.0,1104.1,1126.0,1122.4,6701908.0,74989.76,1079.65,1115.0,157640286.0
2014-06-10,1130.45,1130.45,1100.45,1118.2,1118.3,3602608.0,40073.04,1107.2575000000004,1100.0,152457589.0
2014-06-11,1120.0,1120.0,1092.5,1096.0,1102.1,3466329.0,38288.5,1104.4275000000005,1100.0,151161916.0
2014-06-12,1098.55,1113.5,1084.1,1095.7,1094.15,2689818.0,29562.18,1166.0400000000006,1100.0,152025698.0
2014-06-13,1100.3,1107.0,1072.7,1080.0,1081.9,3348036.0,36415.49,1165.9075000000005,1100.0,153062237.0
2014-06-17,1058.1,1093.3,1058.1,1093.3,1090.05,3617320.0,38863.27,1184.0275000000006,1125.0,149952620.0
2014-06-18,1088.0,1101.65,1060.65,1062.1,1066.75,4391701.0,47548.88,1177.7100000000005,1125.0,150470890.0
2014-06-19,1074.0,1074.95,1031.6,1040.25,1042.1,5286280.0,55426.85,1180.6450000000004,1125.0,153494128.0
2014-06-20,1045.9,1049.4,1034.25,1038.35,1036.5,2938456.0,30575.29,1197.1425000000004,1125.0,154876180.0
2014-06-24,1045.0,1062.8,1045.0,1061.1,1059.85,2717888.0,28689.54,1252.2850000000008,1115.0,150902781.0
2014-06-25,1057.65,1059.35,1048.15,1048.65,1051.0,2414935.0,25425.58,1254.1800000000007,1115.0,150557268.0
2014-06-26,1025.0,1026.9,1006.7,1017.75,1011.9,5595871.0,56867.98,1211.4625000000005,1115.0,151680185.0
2014-06-27,1010.0,1023.5,1007.2,1012.45,1012.1,2108794.0,21375.06,1214.0925000000007,1115.0,152803102.0
2014-07-02,1017.0,1027.35,1012.0,1017.7,1018.25,2810085.0,28643.46,1036.8650000000005,1125.0,142437714.0
2014-07-03,1020.0,1025.0,1003.5,1004.9,1006.5,2645940.0,26739.47,1041.0350000000005,1125.0,141487553.0
2014-07-07,1033.0,1037.0,1021.0,1025.5,1027.2,3204529.0,32908.43,976.8300000000008,1125.0,138377936.0
2014-07-08,1026.0,1034.5,990.0,994.0,995.05,3996724.0,40401.1,1019.9925000000007,1125.0,137600532.0
2014-07-09,1002.0,1009.9,992.5,1000.0,1000.95,3406611.0,34107.48,1025.0500000000006,1125.0,135181942.0
2014-07-10,1000.25,1021.5,981.05,991.0,997.2,4251670.0,42538.71,1103.1975000000007,1155.0,133454377.0
2014-07-11,995.2,1002.0,963.65,966.0,966.5,4065087.0,39774.15,1108.9675000000009,1155.0,130690273.0
2014-07-14,968.6,974.9,958.5,963.6,961.75,3146395.0,30448.44,1217.702500000001,1170.0,131813190.0
2014-07-15,963.4,980.0,963.05,973.4,972.2,3507637.0,34078.3,1223.595000000001,1170.0,129221843.0
2014-07-16,974.0,993.0,974.0,989.4,989.7,3190489.0,31441.12,1170.5475000000008,1170.0,130690273.0
2014-07-17,988.0,998.2,980.3,980.5,982.5,2154828.0,21243.33,1173.5275000000008,1185.0,131122165.0
2014-07-18,980.0,983.55,969.3,975.2,976.75,2133298.0,20853.19,1089.0150000000008,1185.0,128271683.0
2014-07-21,1000.0,1008.0,995.05,996.0,997.65,3883004.0,38896.83,1091.0300000000007,1200.0,125766714.0
2014-07-22,1004.0,1033.9,1001.1,1030.0,1030.95,6512321.0,66726.59,1041.4750000000006,1200.0,124471040.0
2014-07-23,1035.05,1039.8,1021.05,1031.0,1033.25,3136481.0,32313.0,1042.3625000000006,1225.0,125248444.0
2014-07-24,1030.0,1043.2,1024.0,1039.25,1041.05,2211291.0,22851.99,1140.7550000000006,1240.0,124902931.0
2014-07-25,1041.9,1043.3,1007.05,1020.0,1021.85,3093322.0,31647.09,1140.2675000000006,1240.0,125421201.0
2014-07-28,1021.0,1023.55,1001.6,1004.0,1005.6,2142490.0,21606.51,1066.8575000000008,1250.0,127062387.0
2014-07-30,1004.0,1011.0,993.0,1006.0,1006.15,4255466.0,42686.1,1066.9500000000007,1270.0,124989310.0
2014-07-31,1007.95,1019.9,1002.0,1005.0,1006.45,4051138.0,40936.18,1095.3400000000008,1285.0,123348123.0
2014-08-01,995.0,999.0,975.0,976.0,976.3,3617603.0,35726.87,1096.8500000000008,1285.0,121793315.0
2014-08-04,981.0,989.7,976.05,984.4,985.0,3353808.0,32978.12,1029.4975000000009,1310.0,123991580.0
2014-08-05,985.1,987.85,971.0,983.55,983.85,2796475.0,27386.77,1031.6650000000009,1310.0,123204551.0
2014-08-06,984.9,998.6,979.5,990.05,988.15,3739249.0,37001.3,983.2600000000008,1325.0,125581881.0
2014-08-07,989.0,996.7,983.35,990.0,989.3,2478789.0,24544.3,983.8425000000009,1325.0,124517293.0
2014-08-08,979.55,983.5,973.1,981.25,980.5,2084325.0,20399.27,1084.377500000001,1335.0,121917940.0
2014-08-11,985.15,987.25,977.4,979.25,980.5,1530775.0,15023.4,1083.677500000001,1355.0,123511091.0
2014-08-12,986.0,986.95,976.35,983.75,984.4,2184401.0,21452.21,1050.045000000001,1370.0,123762641.0
2014-08-13,983.3,996.6,980.0,989.5,990.15,3226166.0,31898.78,1049.147500000001,1425.0,124014191.0
2014-08-14,995.0,1005.0,991.75,1001.2,1002.95,2757188.0,27500.7,1017.9350000000006,1450.0,125271941.0
2014-08-18,1001.1,1015.45,997.5,1012.5,1013.05,1747178.0,17656.13,1016.4075000000007,1475.0,124601141.0
2014-08-19,1015.0,1023.0,1006.1,1007.1,1009.3,3328022.0,33713.86,1042.130000000001,1475.0,124852691.0
2014-08-20,1011.0,1018.45,995.35,996.6,998.35,2976628.0,29935.91,1042.0950000000012,1475.0,123259540.0
2014-08-21,1000.0,1004.0,990.1,994.35,995.1,3760015.0,37478.59,977.8375000000012,1415.0,123762641.0
2014-08-22,1000.1,1007.0,995.3,997.8,998.3,1959327.0,19611.03,979.5850000000012,1375.0,124601141.0
2014-08-26,996.0,996.95,983.0,992.35,993.35,2182560.0,21598.59,949.3725000000011,1350.0,122421040.0
2014-08-27,997.2,1001.8,986.85,997.0,993.7,1918182.0,19042.63,1025.0175000000008,1325.0,122421040.0
2014-08-28,994.6,1004.0,994.6,1000.0,998.7,3637682.0,36347.31,1025.390000000001,1325.0,123846491.0
2014-09-02,1018.5,1031.55,1010.6,1024.0,1023.8,3784599.0,38627.06,1117.282500000001,1325.0,122001790.0
2014-09-03,1025.15,1035.95,1021.1,1032.35,1031.25,5011067.0,51554.14,1154.620000000001,1315.0,118060839.0
2014-09-04,1029.0,1033.9,1018.1,1024.95,1025.9,2136513.0,21910.44,1152.5175000000008,1315.0,116216138.0
2014-09-05,1027.7,1033.45,1020.6,1022.85,1025.65,2075273.0,21295.96,1149.942500000001,1315.0,119402439.0
2014-09-08,1033.9,1039.35,1028.0,1035.5,1037.7,3174286.0,32848.8,1147.522500000001,1290.0,116803088.0
2014-09-10,1028.15,1029.1,1012.6,1016.7,1015.85,2162176.0,22036.9,1258.280000000001,1275.0,115964588.0
2014-09-11,1020.3,1030.0,1008.0,1015.2,1019.4,2427349.0,24683.24,1297.280000000001,1275.0,114371438.0
2014-09-12,1018.5,1024.0,1011.45,1015.75,1015.6,2000076.0,20310.95,1296.0075000000013,1275.0,113532937.0
2014-09-15,1009.1,1012.0,1001.0,1001.6,1002.75,1997452.0,20083.03,1135.067500000001,1275.0,115042238.0
2014-09-16,1001.4,1004.15,976.5,979.0,979.4,3027126.0,29923.57,1136.750000000001,1275.0,115293788.0
2014-09-17,984.9,990.55,978.95,989.0,988.65,2488647.0,24535.95,1170.5825000000011,1300.0,114622988.0
2014-09-18,985.0,1010.0,983.7,1004.0,1004.9,2077617.0,20818.56,1170.255000000001,1325.0,113449087.0
2014-09-19,1006.0,1015.8,991.0,993.95,995.45,3924732.0,39220.03,1073.4375000000007,1350.0,111185136.0
2014-09-22,993.0,996.0,987.7,990.0,991.55,1805858.0,17905.19,1073.7750000000005,1350.0,110765886.0
2014-09-23,991.7,995.45,963.05,963.85,965.85,4044643.0,39523.65,1157.6725000000008,1350.0,109172736.0
2014-09-24,968.5,974.1,955.4,965.5,965.05,3518809.0,34029.59,1159.0875000000008,1350.0,110514336.0
2014-09-25,966.1,967.8,922.65,934.1,929.85,7564288.0,71084.06,1204.2800000000009,1335.0,109340436.0
2014-09-26,929.0,941.65,917.3,933.05,933.25,3635611.0,33819.59,1207.552500000001,1325.0,108334236.0
2014-09-29,936.95,942.7,929.6,933.35,933.15,2852977.0,26712.56,1301.7000000000007,1310.0,109256586.0
2014-09-30,928.0,948.45,925.05,944.0,945.7,4032700.0,37752.13,1305.6050000000005,1290.0,107579585.0
2014-10-07,927.25,934.9,923.45,924.75,926.15,2835389.0,26319.48,1260.5950000000007,1215.0,114203737.0
2014-10-08,921.15,941.5,921.15,935.9,936.7,2246466.0,21019.2,1298.6925000000008,1215.0,115126088.0
2014-10-09,938.2,957.25,938.2,953.35,954.65,2552056.0,24287.78,1302.8450000000007,1215.0,115629188.0
2014-10-10,947.0,969.0,936.1,961.25,960.65,3535189.0,33781.8,1329.0125000000005,1230.0,112023637.0
2014-10-13,961.8,964.75,948.05,958.1,957.9,3173161.0,30354.76,1331.9100000000003,1230.0,116048438.0
2014-10-14,979.0,979.0,958.6,960.45,961.25,4360890.0,42166.66,1308.8175000000003,1230.0,119737839.0
2014-10-16,951.65,956.9,928.0,930.0,931.0,4347008.0,40945.82,1313.0475000000004,1230.0,118144689.0
2014-10-17,936.0,940.65,925.2,937.7,937.9,3500356.0,32731.16,1295.4900000000005,1230.0,116719238.0
2014-10-20,938.5,940.6,911.55,934.0,935.05,4843061.0,45221.45,1297.7075000000007,1230.0,116803088.0
2014-10-21,934.25,937.0,927.1,928.0,929.35,4028045.0,37494.18,1374.1225000000006,1230.0,119402439.0
2014-10-22,935.1,950.8,933.15,947.15,945.65,3059361.0,28946.27,1377.0850000000005,1230.0,118396239.0
2014-10-23,949.5,954.5,949.0,952.5,952.7,565357.0,5382.7,1401.2225000000005,1230.0,120660190.0
2014-10-27,963.95,963.95,936.8,942.6,941.35,2302432.0,21769.93,1403.7325000000005,1230.0,121750240.0
