,Open,High,Low,Close,Adj Close,Volume,DPO,Low,Low,Low,Low,Low,Low,Total Market Value,Low,Total Market Value,Total Market Value,AORD_Close,DJI_Close,FCHIX_Close,FTSE_Close,GDAXI_Close,GSPC_Close,HSI_Close,KS11_Close,PSEIPS_Close,TWII_Close,NSEI_Close
2014-10-14,2980.1,2992.7,2957.1,2962.1,2959.0,176342.0,-1832.9574999999977,2957.1,2957.1,2957.1,2957.1,2957.1,2957.1,19052693.0,2957.1,119737839.0,60899263.0,5204.0,16315.19,1.5037,6392.7,8825.21,1877.7,23047.97,1929.25,6946.06,8768.36,7864.0
2014-10-16,2956.1,2980.0,2912.0,2936.85,2920.0,168761.0,-1826.2599999999973,2912.0,2912.0,2912.0,2912.0,2912.0,2912.0,18747203.0,2912.0,118144689.0,59581929.0,5244.3,16117.24,1.4892,6195.9,8582.9,1862.76,22900.94,1918.83,7028.58,8633.66,7748.2
2014-10-17,2940.0,2960.7,2902.0,2941.1,2945.1,283917.0,-1825.1849999999974,2902.0,2902.0,2902.0,2902.0,2902.0,2902.0,18890963.0,2902.0,116719238.0,57811761.0,5260.1,16380.41,1.511,6310.3,8850.27,1886.76,23023.21,1900.66,7003.22,8512.85,7779.7
2014-10-20,2978.0,3014.8,2978.0,3003.7,3001.0,196994.0,-1817.5024999999973,2978.0,2978.0,2978.0,2978.0,2978.0,2978.0,18980813.0,2978.0,116803088.0,54724259.0,5307.3,16399.67,1.511,6267.1,8717.76,1904.01,23070.26,1930.06,7057.53,8663.11,7879.4
2014-10-21,3015.0,3084.75,3010.0,3075.7,3077.0,220013.0,-1822.927499999997,3010.0,3010.0,3010.0,3010.0,3010.0,3010.0,19212925.0,3010.0,119402439.0,54779148.0,5312.5,16614.81,1.5255,6372.3,8886.96,1941.28,23088.58,1915.28,7068.03,8654.61,7927.75
2014-10-22,3092.0,3189.0,3085.4,3177.2,3174.0,398874.0,-1834.402499999997,3085.4,3085.4,3085.4,3085.4,3085.4,3085.4,19034723.0,3085.4,118396239.0,52446369.0,5373.3,16461.32,1.5255,6399.7,8940.14,1927.11,23403.97,1936.97,7154.22,8748.8,7995.9
2014-10-27,3171.0,3190.0,3105.5,3169.7,3171.05,160160.0,-1845.882499999997,3105.5,3105.5,3105.5,3105.5,3105.5,3105.5,18786138.0,3105.5,121750240.0,52391480.0,5442.0,16817.94,1.5255,6363.5,8902.61,1961.63,23143.23,1931.97,7103.54,8627.75,7991.7
2014-10-28,3169.7,3169.7,3130.05,3151.35,3150.05,220379.0,-1850.359999999997,3130.05,3130.05,3130.05,3130.05,3130.05,3130.05,18962843.0,3130.05,122253340.0,52789425.0,5434.0,17005.75,1.5255,6402.2,9068.19,1985.05,23520.36,1925.68,7066.74,8773.52,8027.6
2014-10-29,3166.0,3219.0,3145.4,3205.4,3201.4,228343.0,-1847.7399999999968,3145.4,3145.4,3145.4,3145.4,3145.4,3145.4,19006270.0,3145.4,125858891.0,52034702.0,5431.1,16974.31,1.5255,6453.9,9082.81,1982.3,23819.87,1961.17,7093.31,8903.65,8090.45
2014-10-30,3221.85,3299.0,3171.0,3240.25,3232.2,1274329.0,-1856.889999999997,3171.0,3171.0,3171.0,3171.0,3171.0,3171.0,18657353.0,3171.0,125439641.0,51485813.0,5457.1,17195.42,1.5255,6463.6,9114.84,1994.65,23702.04,1958.93,7170.99,8888.04,8169.2
2014-10-31,3265.0,3350.0,3246.25,3337.25,3332.05,902391.0,-1894.352499999997,3246.25,3246.25,3246.25,3246.25,3246.25,3246.25,18497120.0,3246.25,126361991.0,51595590.0,5505.0,17390.52,1.5255,6546.5,9326.87,2018.05,23998.06,1964.43,7215.73,8974.73,8322.2
2014-11-03,3330.0,3334.0,3276.0,3286.85,3284.15,452092.0,-1908.287499999997,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,18610930.0,3276.0,125271941.0,51005534.0,5485.0,17366.24,1.5248,6488.0,9251.7,2017.81,23915.97,1952.97,7312.85,9004.83,8324.15
2014-11-05,3295.0,3327.85,3280.0,3288.95,3289.35,267172.0,-1922.9424999999967,3280.0,3280.0,3280.0,3280.0,3280.0,3280.0,18128735.0,3280.0,124192141.0,51117205.0,5492.8,17484.53,1.5175,6539.1,9315.48,2023.57,23695.62,1931.43,7208.81,8962.57,8338.3
2014-11-07,3286.0,3318.7,3249.15,3288.35,3284.0,302843.0,-1938.8124999999966,3249.15,3249.15,3249.15,3249.15,3249.15,3249.15,18161680.0,3249.15,123361350.0,50089949.0,5522.1,17573.93,1.5175,6567.2,9291.83,2031.92,23550.24,1939.87,7205.72,8912.59,8337.0
2014-11-10,3285.0,3315.0,3268.05,3307.8,3300.0,207284.0,-1953.9199999999967,3268.05,3268.05,3268.05,3268.05,3268.05,3268.05,18073328.0,3268.05,123847662.0,49808318.0,5501.4,17613.74,1.5175,6611.3,9351.87,2038.26,23744.7,1958.23,7192.12,9049.95,8344.25
2014-11-12,3329.0,3371.3,3310.0,3359.75,3369.0,261098.0,-2014.692499999997,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,18049368.0,3310.0,126603435.0,50626387.0,5443.0,17612.2,1.5248,6611.0,9210.96,2038.25,23938.18,1967.27,7232.87,8918.92,8383.3
2014-11-13,3370.0,3396.0,3321.7,3328.55,3324.6,235947.0,-2032.8099999999972,3321.7,3321.7,3321.7,3321.7,3321.7,3321.7,17955025.0,3321.7,129278155.0,51806552.0,5423.5,17652.79,1.5175,6635.5,9248.51,2039.33,24019.94,1960.51,7198.63,8980.64,8357.85
2014-11-14,3329.1,3344.0,3320.3,3329.55,3322.8,115687.0,-2050.944999999998,3320.3,3320.3,3320.3,3320.3,3320.3,3320.3,18166173.0,3320.3,127819217.0,52664854.0,5433.8,17634.74,1.5102,6654.4,9252.94,2039.82,24087.38,1945.14,7217.34,8982.85,8389.9
2014-11-17,3321.95,3370.0,3313.1,3341.2,3338.0,186565.0,-2069.899999999998,3313.1,3313.1,3313.1,3313.1,3313.1,3313.1,17989468.0,3313.1,126603435.0,51444456.0,5396.6,17647.75,1.5102,6672.0,9306.35,2041.32,23797.08,1943.63,7229.72,8884.36,8430.75
2014-11-18,3341.0,3376.75,3324.55,3364.6,3358.85,276896.0,-2072.0874999999974,3324.55,3324.55,3324.55,3324.55,3324.55,3324.55,18038885.0,3324.55,124820288.0,51739497.0,5383.1,17687.82,1.5102,6709.1,9456.53,2051.8,23529.17,1967.01,7275.66,8859.04,8425.9
2014-11-19,3378.0,3395.0,3323.6,3343.4,3332.0,213795.0,-2092.2024999999976,3323.6,3323.6,3323.6,3323.6,3323.6,3323.6,17959518.0,3323.6,121902411.0,53402457.0,5352.5,17685.73,1.5029,6696.6,9472.8,2048.72,23373.31,1966.87,7269.49,8963.21,8382.3
2014-11-20,3343.0,3364.8,3312.0,3335.5,3320.35,164288.0,-2096.6424999999977,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,18053860.0,3312.0,125225549.0,50653209.0,5302.5,17719.0,1.5029,6678.9,9483.97,2052.75,23349.64,1958.04,7268.95,9078.84,8401.9
2014-11-21,3333.05,3364.0,3305.55,3355.05,3346.05,261401.0,-2110.6099999999974,3305.55,3305.55,3305.55,3305.55,3305.55,3305.55,18378818.0,3305.55,124901340.0,51149415.0,5292.1,17810.06,1.5102,6750.8,9732.55,2063.5,23437.12,1964.84,7276.18,9091.5,8477.35
2014-11-24,3350.35,3363.1,3334.0,3353.1,3360.0,156584.0,-2119.554999999998,3334.0,3334.0,3334.0,3334.0,3334.0,3334.0,18082313.0,3334.0,123280297.0,51095771.0,5349.0,17817.9,1.5102,6729.8,9785.54,2069.41,23893.14,1978.54,7325.13,9122.3,8530.15
2014-11-25,3358.0,3388.0,3281.65,3288.85,3294.0,343894.0,-2125.7224999999985,3281.65,3281.65,3281.65,3281.65,3281.65,3281.65,18336888.0,3281.65,125549757.0,52316169.0,5320.9,17814.94,1.5102,6731.1,9861.21,2067.03,23843.91,1980.21,7286.85,9116.21,8463.1
2014-11-26,3280.0,3306.9,3248.7,3284.0,3273.3,223306.0,-2122.4874999999984,3248.7,3248.7,3248.7,3248.7,3248.7,3248.7,18395290.0,3248.7,126927643.0,52101593.0,5380.3,17827.75,1.5102,6729.2,9915.56,2072.83,24111.98,1980.84,7356.59,9122.36,8475.75
2014-11-28,3279.0,3359.7,3276.0,3346.2,3346.05,275680.0,-2113.582499999999,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,18139218.0,3276.0,126036070.0,50277702.0,5298.1,17828.24,1.5102,6722.6,9980.85,2067.56,23987.45,1980.78,7294.38,9187.12,8588.25
2014-12-01,3341.0,3432.0,3335.0,3389.15,3384.0,510490.0,-2121.027499999999,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0,18592960.0,3335.0,126360278.0,51068949.0,5190.7,17776.8,1.4875,6656.4,9963.51,2053.44,23367.45,1965.22,7331.73,9117.68,8555.9
2014-12-02,3395.0,3395.0,3352.05,3356.85,3365.3,165773.0,-2117.807499999999,3352.05,3352.05,3352.05,3352.05,3352.05,3352.05,18232277.0,3352.05,123604506.0,49191414.0,5260.0,17879.55,1.4801,6742.1,9934.08,2066.55,23654.3,1965.83,7344.23,9034.76,8524.7
2014-12-03,3365.85,3414.7,3365.85,3391.5,3394.0,286735.0,-2123.039999999999,3365.85,3365.85,3365.85,3365.85,3365.85,3365.85,18381564.0,3365.85,123847662.0,49258469.0,5301.2,17912.62,1.4875,6716.6,9971.79,2074.33,23428.62,1969.91,7360.75,9175.23,8537.65
2014-12-04,3392.0,3415.0,3384.2,3406.85,3401.0,199285.0,-2132.035,3384.2,3384.2,3384.2,3384.2,3384.2,3384.2,18657656.0,3384.2,126360278.0,48936606.0,5345.4,17900.1,1.4875,6679.4,9851.35,2071.92,23832.56,1986.61,7299.85,9225.08,8564.4
2014-12-05,3411.0,3417.0,3390.0,3410.1,3405.0,140056.0,-2138.1225,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,18262839.0,3390.0,128062373.0,48306291.0,5313.6,17958.79,1.4801,6742.8,10087.12,2075.37,24002.64,1986.62,7230.56,9206.54,8538.3
2014-12-09,3390.0,3390.0,3319.8,3336.55,3330.0,221590.0,-2134.3525000000004,3319.8,3319.8,3319.8,3319.8,3319.8,3319.8,18674309.0,3319.8,128143425.0,48400167.0,5258.3,17801.2,1.4655,6529.5,9793.71,2059.82,23485.83,1970.95,7183.87,9128.87,8340.7
2014-12-10,3323.05,3345.0,3303.2,3323.4,3320.65,236136.0,-2126.1849999999995,3303.2,3303.2,3303.2,3303.2,3303.2,3303.2,18610002.0,3303.2,127657113.0,47890551.0,5237.1,17533.15,1.4582,6500.0,9799.73,2026.14,23524.52,1945.56,7175.08,9032.13,8355.65
2014-12-11,3325.0,3352.0,3286.75,3341.1,3350.0,156314.0,-2126.8125,3286.75,3286.75,3286.75,3286.75,3286.75,3286.75,18602525.0,3286.75,129197103.0,47313879.0,5207.4,17596.34,1.4508,6461.7,9862.53,2035.33,23312.54,1916.59,7072.1,9013.04,8292.9
2014-12-12,3352.0,3394.4,3342.3,3379.3,3382.0,241538.0,-2138.9,3342.3,3342.3,3342.3,3342.3,3342.3,3342.3,18445497.0,3342.3,132114980.0,46670153.0,5196.9,17280.83,1.4362,6300.6,9594.73,2002.33,23249.2,1921.71,7224.21,9027.3,8224.1
2014-12-15,3374.0,3379.9,3346.3,3368.75,3372.6,135240.0,-2140.2775,3346.3,3346.3,3346.3,3346.3,3346.3,3346.3,18197244.0,3346.3,132439189.0,47917373.0,5164.6,17180.84,1.4215,6182.7,9334.01,1989.63,23027.85,1920.36,7275.62,8985.6,8219.6
2014-12-16,3345.0,3383.7,3301.5,3309.85,3307.0,217196.0,-2087.0400000000004,3301.5,3301.5,3301.5,3301.5,3301.5,3301.5,17922072.0,3301.5,131628667.0,47662564.0,5131.0,17068.87,1.4142,6331.8,9563.89,1972.74,22670.5,1904.13,7160.38,8950.88,8067.6
2014-12-17,3290.0,3315.0,3250.75,3261.95,3252.0,267012.0,-2082.9675,3250.75,3250.75,3250.75,3250.75,3250.75,3250.75,17963946.0,3250.75,132358136.0,46093482.0,5140.6,17356.87,1.4288,6336.5,9544.43,2012.89,22585.84,1900.16,6966.21,8828.33,8029.8
2014-12-18,3300.0,3399.25,3270.05,3385.3,3380.65,283235.0,-2067.2575000000006,3270.05,3270.05,3270.05,3270.05,3270.05,3270.05,17923568.0,3270.05,133249710.0,46764030.0,5189.7,17778.15,1.4508,6466.0,9811.06,2061.23,22832.21,1897.5,7029.28,8878.6,8159.3
2014-12-19,3401.0,3462.0,3350.25,3359.4,3355.0,473560.0,-2067.4750000000004,3350.25,3350.25,3350.25,3350.25,3350.25,3350.25,17922072.0,3350.25,133087606.0,46857906.0,5312.7,17804.8,1.4582,6545.3,9786.96,2070.65,23116.63,1929.98,7125.63,8999.49,8225.2
2014-12-22,3381.95,3412.5,3358.1,3393.5,3387.6,194933.0,-2072.8449999999993,3358.1,3358.1,3358.1,3358.1,3358.1,3358.1,17688774.0,3358.1,133492866.0,46173947.0,5414.1,17959.44,1.4582,6576.7,9865.76,2078.54,23408.57,1943.12,7139.27,9094.97,8324.0
2014-12-23,3395.0,3424.0,3385.1,3398.7,3391.0,202035.0,-2078.3374999999996,3385.1,3385.1,3385.1,3385.1,3385.1,3385.1,17838324.0,3385.1,134222336.0,45865495.0,5356.4,18024.17,1.4655,6598.2,9922.11,2082.17,23333.69,1939.02,7186.32,9097.68,8267.0
2014-12-29,3335.05,3380.0,3335.05,3347.2,3344.9,211257.0,-2050.1450000000004,3335.05,3335.05,3335.05,3335.05,3335.05,3335.05,17986379.0,3335.05,133817075.0,44296412.0,5447.0,18038.23,1.4655,6633.5,9927.13,2090.57,23773.18,1927.86,7230.57,9286.25,8246.3
2015-01-05,3382.0,3469.35,3376.05,3447.8,3448.0,536747.0,-2033.7324999999998,3376.05,3376.05,3376.05,3376.05,3376.05,3376.05,18318495.0,3376.05,131781141.0,43638067.0,5429.5,17501.65,1.4574,6417.2,9473.16,2020.58,23721.32,1915.75,7276.63,9274.08,8378.4
2015-01-06,3439.0,3439.0,3382.5,3395.25,3393.9,422743.0,-2044.1024999999995,3382.5,3382.5,3382.5,3382.5,3382.5,3382.5,18689863.0,3382.5,131608654.0,43895090.0,5346.2,17371.64,1.45,6366.5,9469.66,2002.61,23485.41,1882.45,7277.74,9048.31,8127.35
2015-01-07,3400.0,3458.95,3382.05,3437.75,3449.7,369241.0,-2049.1624999999995,3382.05,3382.05,3382.05,3382.05,3382.05,3382.05,18893428.0,3382.05,128914065.0,42423212.0,5334.5,17584.52,1.4574,6419.8,9518.18,2025.9,23681.26,1883.83,7309.7,9080.06,8102.1
2015-01-08,3465.0,3509.55,3444.0,3475.5,3484.0,422022.0,-2037.817499999999,3444.0,3444.0,3444.0,3444.0,3444.0,3444.0,19138727.0,3444.0,128411455.0,41346082.0,5359.4,17907.87,1.4647,6570.0,9837.61,2062.14,23835.53,1904.65,7367.63,9238.0,8234.6
2015-01-09,3500.0,3507.7,3429.95,3468.2,3464.8,194054.0,-2044.172499999999,3429.95,3429.95,3429.95,3429.95,3429.95,3429.95,19462642.0,3429.95,130516030.0,40529676.0,5440.1,17737.37,1.4647,6501.1,9648.5,2044.81,23919.95,1924.7,7402.72,9215.55,8284.5
2015-01-12,3470.0,3483.65,3445.15,3462.9,3459.0,152803.0,-2028.8024999999989,3445.15,3445.15,3445.15,3445.15,3445.15,3445.15,19635102.0,3445.15,131086681.0,39786839.0,5399.5,17640.84,1.4647,6501.4,9781.9,2028.26,24026.46,1920.95,7358.36,9178.27,8323.0
2015-01-13,3483.8,3515.0,3462.1,3468.25,3468.25,237771.0,-2033.7774999999988,3462.1,3462.1,3462.1,3462.1,3462.1,3462.1,19742692.0,3462.1,125787779.0,39831859.0,5382.1,17613.68,1.4647,6542.2,9941.0,2023.03,24215.97,1917.14,7399.0,9231.77,8299.4
2015-01-14,3471.85,3531.0,3461.3,3516.0,3510.0,429069.0,-2036.684999999999,3461.3,3461.3,3461.3,3461.3,3461.3,3461.3,19603458.0,3461.3,124238869.0,40484656.0,5332.2,17427.09,1.4574,6388.5,9817.08,2011.27,24112.6,1913.66,7490.88,9180.2,8277.55
2015-01-20,3618.0,3636.0,3584.5,3605.55,3605.5,333315.0,-2057.8874999999994,3584.5,3584.5,3584.5,3584.5,3584.5,3584.5,20356585.0,3584.5,127255167.0,36984314.0,5286.8,17515.23,1.4574,6620.1,10257.13,2022.55,23951.16,1918.31,7452.81,9251.66,8695.6
2015-01-21,3623.0,3690.0,3592.0,3634.7,3621.45,402419.0,-2069.687499999999,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,20195201.0,3592.0,126521473.0,36297752.0,5367.4,17554.28,1.4574,6728.0,10299.23,2032.12,24352.58,1921.23,7474.1,9319.68,8729.5
2015-01-22,3648.0,3648.0,3592.1,3597.25,3598.9,318883.0,-2084.074999999999,3592.1,3592.1,3592.1,3592.1,3592.1,3592.1,20328106.0,3592.1,125135606.0,36005119.0,5390.5,17813.98,1.4574,6796.6,10435.62,2063.15,24522.63,1920.82,7416.31,9369.48,8761.4
2015-01-23,3634.0,3639.75,3575.0,3606.7,3603.05,337571.0,-2097.754999999999,3575.0,3575.0,3575.0,3575.0,3575.0,3575.0,20073371.0,3575.0,126113865.0,36567875.0,5468.2,17672.6,1.4647,6832.8,10649.58,2051.82,24850.45,1936.09,7548.93,9470.91,8835.6
2015-01-27,3644.95,3704.7,3585.15,3687.9,3695.0,1278436.0,-2117.039999999999,3585.15,3585.15,3585.15,3585.15,3585.15,3585.15,20003755.0,3585.15,124320390.0,37862214.0,5511.5,17387.21,1.4647,6811.6,10628.58,2029.55,24807.28,1952.4,7630.57,9521.55,8910.5
2015-01-28,3692.0,3758.5,3692.0,3725.8,3722.2,672705.0,-2135.967499999999,3692.0,3692.0,3692.0,3692.0,3692.0,3692.0,19911987.0,3692.0,121711700.0,37749662.0,5516.6,17191.37,1.4647,6825.9,10710.97,2002.16,24861.81,1961.58,7661.18,9510.88,8914.3
2015-01-29,3745.0,3745.0,3677.0,3688.8,3685.5,603103.0,-2146.767499999999,3677.0,3677.0,3677.0,3677.0,3677.0,3677.0,19260121.0,3677.0,121141049.0,36016374.0,5532.2,17416.85,1.4647,6810.6,10737.87,2021.25,24595.85,1951.02,7617.3,9426.87,8952.35
2015-01-30,3700.0,3741.0,3626.55,3647.35,3633.35,284786.0,-2162.0974999999994,3626.55,3626.55,3626.55,3626.55,3626.55,3626.55,19590800.0,3626.55,120651920.0,36444069.0,5551.6,17164.95,1.4647,6749.4,10694.32,1994.99,24507.05,1949.26,7689.91,9361.88,8808.9
2015-02-02,3647.35,3725.0,3620.0,3669.45,3668.0,319679.0,-2191.239999999999,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,19438909.0,3620.0,120570398.0,36567875.0,5586.5,17361.04,1.464,6782.6,10828.01,2020.85,24484.74,1952.68,7630.71,9386.96,8797.4
2015-02-03,3708.0,3708.0,3600.0,3607.85,3603.0,220676.0,-2199.2424999999985,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,19543334.0,3600.0,125765681.0,36188711.0,5666.2,17666.4,1.4714,6871.8,10890.95,2050.03,24554.78,1951.96,7613.15,9448.7,8756.55
2015-02-04,3620.0,3634.0,3550.5,3557.55,3558.95,203545.0,-2217.107499999999,3550.5,3550.5,3550.5,3550.5,3550.5,3550.5,19601876.0,3550.5,125038079.0,37112040.0,5733.7,17673.02,1.4714,6860.0,10911.32,2041.51,24679.76,1962.79,7716.06,9513.88,8723.7
2015-02-05,3579.0,3597.0,3508.0,3522.7,3517.05,379633.0,-2221.3549999999987,3508.0,3508.0,3508.0,3508.0,3508.0,3508.0,19772753.0,3508.0,125601660.0,37078619.0,5765.5,17884.88,1.4788,6865.9,10905.41,2062.52,24765.49,1952.84,7674.24,9512.01,8711.7
2015-02-06,3529.75,3533.5,3490.0,3502.6,3508.75,198214.0,-2219.8599999999988,3490.0,3490.0,3490.0,3490.0,3490.0,3490.0,19328155.0,3490.0,125825898.0,37536076.0,5774.7,17824.29,1.4862,6853.4,10846.39,2055.47,24679.39,1955.52,7728.18,9456.14,8661.05
2015-02-09,3490.0,3497.2,3400.0,3411.3,3406.7,286868.0,-2217.0149999999994,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,19309169.0,3400.0,127582350.0,37713132.0,5770.1,17729.21,1.4862,6837.2,10663.51,2046.74,24521.0,1947.0,7782.57,9421.47,8526.35
2015-02-10,3393.0,3478.0,3360.0,3393.85,3405.0,547537.0,-2247.3625,3360.0,3360.0,3360.0,3360.0,3360.0,3360.0,19101901.0,3360.0,126544446.0,35909365.0,5757.4,17868.76,1.4862,6829.1,10753.83,2068.59,24528.1,1935.86,7723.14,9393.67,8565.55
2015-02-11,3406.0,3470.8,3406.0,3454.75,3461.0,341769.0,-2246.6875,3406.0,3406.0,3406.0,3406.0,3406.0,3406.0,18916783.0,3406.0,125746059.0,35920431.0,5731.7,17862.14,1.4862,6818.2,10752.11,2068.53,24315.02,1945.7,7686.43,9462.18,8627.4
2015-02-12,3468.0,3559.75,3468.0,3551.9,3553.0,436882.0,-2219.6825,3468.0,3468.0,3468.0,3468.0,3468.0,3468.0,18994311.0,3468.0,124867832.0,37060235.0,5707.7,17972.38,1.4862,6828.1,10919.65,2088.48,24422.15,1941.63,7714.55,9496.27,8711.55
2015-02-13,3565.0,3627.0,3531.3,3616.95,3620.0,321186.0,-2219.24,3531.3,3531.3,3531.3,3531.3,3531.3,3531.3,19105065.0,3531.3,126225091.0,36849980.0,5835.5,18019.35,1.4862,6873.5,10963.4,2096.99,24682.54,1957.5,7773.45,9529.47,8805.5
2015-02-24,3573.85,3600.0,3553.2,3588.3,3594.75,143983.0,-2203.374999999999,3553.2,3553.2,3553.2,3553.2,3553.2,3553.2,18394657.0,3553.2,123111379.0,32954727.0,5890.0,18209.19,1.501,6949.6,11205.74,2115.48,24750.07,1976.12,7834.86,9629.33,8762.1
2015-02-25,3595.0,3615.0,3564.1,3579.9,3579.5,173339.0,-2197.3749999999995,3564.1,3564.1,3564.1,3564.1,3564.1,3564.1,18492754.0,3564.1,122552508.0,31748526.0,5908.6,18224.57,1.501,6935.4,11210.27,2113.86,24778.28,1990.47,7844.06,9699.5,8767.25
2015-02-26,3567.3,3581.9,3483.15,3496.85,3498.9,429598.0,-2185.9274999999993,3483.15,3483.15,3483.15,3483.15,3483.15,3483.15,18568699.0,3483.15,124069445.0,31106695.0,5877.9,18214.42,1.5084,6949.7,11327.19,2110.74,24902.06,1993.08,7764.39,9622.06,8683.85
2015-03-02,3648.1,3730.0,3632.25,3711.45,3730.0,386182.0,-2183.482499999999,3632.25,3632.25,3632.25,3632.25,3632.25,3632.25,18826598.0,3632.25,123909767.0,30619788.0,5926.3,18288.63,1.5076,6940.6,11410.36,2117.39,24887.44,1996.81,7773.92,9601.32,8956.75
2015-03-03,3718.0,3734.35,3689.55,3708.65,3714.95,206296.0,-2188.5224999999987,3689.55,3689.55,3689.55,3689.55,3689.55,3689.55,18822465.0,3689.55,124867832.0,28716426.0,5902.9,18203.37,1.5076,6889.1,11280.36,2107.78,24702.78,2001.38,7776.51,9605.73,8996.25
2015-03-04,3750.0,3789.7,3647.25,3678.4,3673.95,340907.0,-2197.7149999999983,3647.25,3647.25,3647.25,3647.25,3647.25,3647.25,18698148.0,3647.25,124388800.0,30442731.0,5871.5,18096.9,1.5076,6919.2,11390.38,2098.53,24465.38,1998.29,7847.83,9621.69,8922.65
2015-03-09,3632.3,3690.9,3623.0,3671.3,3675.0,218786.0,-2217.4524999999976,3623.0,3623.0,3623.0,3623.0,3623.0,3623.0,18177900.0,3623.0,124149283.0,30321004.0,5793.0,17995.72,1.5002,6876.5,11582.11,2079.43,24123.05,1992.82,7820.29,9562.94,8756.75
2015-03-10,3689.0,3689.0,3640.25,3646.75,3653.9,182667.0,-2229.2249999999976,3640.25,3640.25,3640.25,3640.25,3640.25,3640.25,17887180.0,3640.25,123909767.0,29889428.0,5794.3,17662.94,1.4928,6702.8,11500.38,2044.16,23896.98,1984.77,7828.48,9536.5,8712.05
2015-03-11,3642.05,3672.0,3615.35,3656.45,3652.05,198508.0,-2213.7549999999974,3615.35,3615.35,3615.35,3615.35,3615.35,3615.35,17656500.0,3615.35,124867832.0,29159068.0,5763.3,17635.39,1.4928,6721.5,11805.99,2040.24,23717.97,1980.83,7790.7,9523.14,8699.95
2015-03-12,3667.4,3719.95,3662.1,3685.2,3685.0,308505.0,-2225.2774999999974,3662.1,3662.1,3662.1,3662.1,3662.1,3662.1,17648600.0,3662.1,124069445.0,29258663.0,5816.0,17895.22,1.4928,6761.1,11799.39,2065.95,23797.96,1970.59,7839.82,9595.96,8776.0
2015-03-13,3705.0,3717.2,3625.1,3650.7,3650.0,363024.0,-2183.117499999997,3625.1,3625.1,3625.1,3625.1,3625.1,3625.1,17650180.0,3625.1,121514604.0,28727492.0,5788.0,17749.31,1.4853,6740.6,11901.61,2053.4,23823.21,1985.79,7809.54,9579.31,8647.75
2015-03-16,3651.0,3677.0,3637.8,3647.05,3645.4,182829.0,-2184.6224999999977,3637.8,3637.8,3637.8,3637.8,3637.8,3637.8,17536420.0,3637.8,121035572.0,30553392.0,5769.7,17977.42,1.4853,6804.1,12167.72,2081.19,23949.55,1987.33,7730.95,9512.88,8633.15
2015-03-17,3665.0,3688.95,3623.55,3661.55,3656.0,185250.0,-2167.2449999999976,3623.55,3623.55,3623.55,3623.55,3623.55,3623.55,17312060.0,3623.55,118480731.0,30575524.0,5811.0,17849.08,1.4779,6837.6,11980.85,2074.28,23901.49,2029.91,7789.1,9539.41,8723.3
2015-03-18,3663.0,3678.0,3642.3,3664.9,3660.65,177261.0,-2172.2424999999976,3642.3,3642.3,3642.3,3642.3,3642.3,3642.3,17291520.0,3642.3,119678312.0,30996034.0,5808.0,18076.19,1.4779,6945.2,11922.77,2099.5,24120.08,2028.45,7756.58,9653.39,8685.9
2015-03-19,3671.0,3695.0,3648.0,3655.0,3654.0,252139.0,-2169.0849999999978,3648.0,3648.0,3648.0,3648.0,3648.0,3648.0,17719700.0,3648.0,119279119.0,31903451.0,5912.5,17959.03,1.4779,6962.3,11899.4,2089.27,24468.89,2037.89,7814.55,9736.69,8634.65
2015-03-20,3640.0,3672.8,3610.0,3623.85,3620.0,206403.0,-2172.9099999999976,3610.0,3610.0,3610.0,3610.0,3610.0,3610.0,18057820.0,3610.0,122951702.0,31726394.0,5936.3,18127.65,1.4853,7022.5,12039.37,2108.1,24375.24,2037.24,7818.38,9749.65,8570.9
2015-03-23,3625.05,3639.2,3583.05,3594.4,3589.2,192986.0,-2162.984999999998,3583.05,3583.05,3583.05,3583.05,3583.05,3583.05,18102060.0,3583.05,124628316.0,31394412.0,5921.0,18116.04,1.4853,7037.7,11895.84,2104.42,24494.51,2036.59,7840.49,9758.05,8550.9
2015-03-24,3625.0,3635.0,3567.05,3587.3,3596.05,227226.0,-2162.9349999999977,3567.05,3567.05,3567.05,3567.05,3567.05,3567.05,18054660.0,3567.05,125586381.0,30387401.0,5934.5,18011.14,1.4853,7019.7,12005.69,2091.5,24399.6,2041.37,7828.94,9731.62,8542.95
2015-03-25,3590.0,3628.9,3573.3,3614.75,3608.6,201854.0,-2191.327499999998,3573.3,3573.3,3573.3,3573.3,3573.3,3573.3,18127340.0,3573.3,126145253.0,30973902.0,5937.1,17718.54,1.4853,6991.0,11865.32,2061.05,24528.23,2042.81,7836.34,9667.79,8530.8
