Date,Open,High,Low,Close,Adj Close,Volume
2019-01-08,1685.719971,1686.369995,1670.670044,1672.760010,1672.760010,176071900
2019-01-09,1679.060059,1684.079956,1667.829956,1667.829956,1667.829956,176278400
2019-01-10,1677.380005,1681.229980,1669.280029,1678.880005,1678.880005,156200700
2019-01-11,1684.989990,1684.989990,1676.750000,1683.219971,1683.219971,139377800
2019-01-14,1683.050049,1684.189941,1672.270020,1676.160034,1676.160034,87794700
2019-01-15,1674.829956,1679.420044,1672.550049,1679.420044,1679.420044,136098300
2019-01-16,1675.780029,1676.339966,1668.430054,1673.079956,1673.079956,111608800
2019-01-17,1680.209961,1684.239990,1674.359985,1682.969971,1682.969971,140150900
2019-01-18,1682.079956,1692.219971,1681.890015,1692.219971,1692.219971,133706000
2019-01-22,1698.880005,1702.119995,1688.189941,1702.119995,1702.119995,128811400
2019-01-23,1690.760010,1691.229980,1680.839966,1688.140015,1688.140015,127894400
2019-01-24,1689.300049,1694.589966,1686.869995,1693.589966,1693.589966,153312500
2019-01-25,1699.589966,1701.030029,1695.380005,1701.030029,1701.030029,130046000
2019-01-28,1705.410034,1705.500000,1693.630005,1697.500000,1697.500000,114151100
2019-01-29,1694.709961,1694.709961,1688.479980,1690.410034,1690.410034,145706700
2019-01-30,1689.689941,1691.229980,1681.569946,1684.109985,1684.109985,111179200
2019-01-31,1694.859985,1695.400024,1683.530029,1683.530029,1683.530029,183261900
2019-02-04,1698.969971,1699.660034,1683.609985,1683.609985,1683.609985,55504500
2019-02-07,1688.000000,1693.479980,1685.660034,1693.390015,1693.390015,79976000
2019-02-08,1688.510010,1690.430054,1683.709961,1686.520020,1686.520020,112074900
2019-02-11,1688.699951,1689.739990,1681.640015,1688.560059,1688.560059,85843900
2019-02-12,1692.219971,1692.219971,1683.729980,1687.410034,1687.410034,109831900
2019-02-13,1687.729980,1688.459961,1683.609985,1685.300049,1685.300049,101659700
2019-02-14,1684.489990,1689.060059,1682.810059,1689.060059,1689.060059,97867800
2019-02-15,1692.290039,1693.849976,1687.119995,1688.829956,1688.829956,113332100
2019-02-18,1693.920044,1695.609985,1690.189941,1692.739990,1692.739990,91243800
2019-02-19,1694.030029,1710.140015,1693.369995,1706.560059,1706.560059,155030200
2019-02-20,1712.829956,1727.250000,1711.439941,1726.180054,1726.180054,179676200
2019-02-21,1722.369995,1730.680054,1719.670044,1730.680054,1730.680054,163806400
2019-02-22,1730.510010,1732.270020,1716.170044,1721.420044,1721.420044,130778600
2019-02-25,1722.339966,1724.579956,1717.410034,1724.579956,1724.579956,108306900
2019-02-26,1725.569946,1726.000000,1715.150024,1719.000000,1719.000000,119649500
