Date,FTSE_Open,FTSE_High,FTSE_Low,FTSE_Close,FTSE_Adj Close,FTSE_Volume
"Jul 28, 2016","6,750.40","6,762.70","6,718.90","6,721.10","6,721.10","1,20,49,06,600"
"Jul 27, 2016","6,724.00","6,780.10","6,723.70","6,750.40","6,750.40","76,29,16,700"
"Jul 26, 2016","6,710.10","6,744.80","6,708.60","6,724.00","6,724.00","71,56,29,500"
"Jul 25, 2016","6,730.50","6,756.10","6,691.00","6,710.10","6,710.10","66,15,96,700"
"Jul 22, 2016","6,699.90","6,735.90","6,663.70","6,730.50","6,730.50","69,47,31,500"
"Jul 21, 2016","6,729.00","6,732.10","6,694.50","6,699.90","6,699.90","78,53,75,100"
"Jul 20, 2016","6,697.40","6,736.60","6,694.40","6,729.00","6,729.00","74,46,99,200"
"Jul 19, 2016","6,695.40","6,711.70","6,660.90","6,697.40","6,697.40","61,56,93,000"
"Jul 18, 2016","6,669.20","6,715.60","6,653.70","6,695.40","6,695.40","85,17,31,500"
"Jul 15, 2016","6,654.50","6,669.20","6,616.50","6,669.20","6,669.20","81,40,67,900"
"Jul 14, 2016","6,670.40","6,743.40","6,648.40","6,654.50","6,654.50","89,64,11,400"
"Jul 13, 2016","6,680.70","6,717.20","6,654.60","6,670.40","6,670.40","1,02,83,20,400"
"Jul 12, 2016","6,682.90","6,703.10","6,663.70","6,680.70","6,680.70","1,13,04,27,300"
"Jul 11, 2016","6,590.60","6,695.10","6,590.60","6,682.90","6,682.90","93,92,85,500"
"Jul 08, 2016","6,533.80","6,605.80","6,515.20","6,590.60","6,590.60","90,97,00,100"
"Jul 07, 2016","6,463.60","6,579.30","6,463.60","6,533.80","6,533.80","1,01,74,65,800"
"Jul 06, 2016","6,545.40","6,580.30","6,432.50","6,463.60","6,463.60","1,56,60,32,200"
"Jul 05, 2016","6,522.30","6,561.60","6,472.30","6,545.40","6,545.40","1,14,20,87,300"
"Jul 04, 2016","6,577.80","6,612.10","6,514.80","6,522.30","6,522.30","74,82,39,600"
"Jul 01, 2016","6,504.30","6,587.40","6,498.60","6,577.80","6,577.80","1,06,62,11,600"
"Jun 30, 2016","6,360.10","6,504.30","6,310.00","6,504.30","6,504.30","1,51,51,47,700"
"Jun 29, 2016","6,140.40","6,360.10","6,140.40","6,360.10","6,360.10","1,45,86,17,500"
"Jun 28, 2016","5,982.20","6,170.30","5,982.20","6,140.40","6,140.40","1,54,55,15,100"
"Jun 27, 2016","6,138.70","6,138.70","5,958.70","5,982.20","5,982.20","2,43,04,29,000"
"Jun 24, 2016","6,338.10","6,338.60","5,788.70","6,138.70","6,138.70","3,76,13,01,300"
"Jun 23, 2016","6,261.20","6,380.60","6,261.20","6,338.10","6,338.10","88,79,21,000"
"Jun 22, 2016","6,226.60","6,315.60","6,222.00","6,261.20","6,261.20","85,81,10,900"
"Jun 21, 2016","6,204.00","6,250.20","6,156.20","6,226.60","6,226.60","81,67,49,300"
"Jun 20, 2016","6,021.10","6,236.50","6,021.10","6,204.00","6,204.00","97,91,19,000"
"Jun 17, 2016","5,950.50","6,046.10","5,950.50","6,021.10","6,021.10","1,27,44,60,400"
"Jun 16, 2016","5,966.80","5,966.80","5,900.00","5,950.50","5,950.50","79,14,76,800"
"Jun 15, 2016","5,923.50","6,007.50","5,923.40","5,966.80","5,966.80","85,60,10,000"
"Jun 14, 2016","6,045.00","6,045.00","5,921.70","5,923.50","5,923.50","95,40,27,400"
"Jun 13, 2016","6,115.80","6,115.80","6,045.00","6,045.00","6,045.00","82,74,52,100"
"Jun 10, 2016","6,231.90","6,231.90","6,097.20","6,115.80","6,115.80","74,83,37,500"
"Jun 09, 2016","6,301.50","6,301.70","6,229.10","6,231.90","6,231.90","66,84,85,600"
"Jun 08, 2016","6,284.50","6,304.50","6,263.80","6,301.50","6,301.50","66,31,09,600"
"Jun 07, 2016","6,273.40","6,322.60","6,273.40","6,284.50","6,284.50","69,00,04,500"
"Jun 06, 2016","6,209.60","6,301.60","6,209.60","6,273.40","6,273.40","73,25,83,800"
"Jun 03, 2016","6,185.60","6,251.70","6,168.20","6,209.60","6,209.60","66,07,24,500"
"Jun 02, 2016","6,191.90","6,220.30","6,173.10","6,185.60","6,185.60","89,22,14,700"
"Jun 01, 2016","6,230.80","6,233.20","6,151.90","6,191.90","6,191.90","88,72,39,300"
"May 31, 2016","6,270.80","6,290.10","6,230.10","6,230.80","6,230.80","1,32,90,32,900"
"May 27, 2016","6,265.70","6,275.90","6,250.30","6,270.80","6,270.80","57,71,01,200"
"May 26, 2016","6,262.90","6,281.70","6,243.50","6,265.70","6,265.70","66,55,73,200"
"May 25, 2016","6,219.30","6,270.30","6,219.30","6,262.90","6,262.90","87,04,36,700"
"May 24, 2016","6,136.40","6,231.90","6,109.60","6,219.30","6,219.30","83,38,10,600"
"May 23, 2016","6,156.30","6,173.10","6,122.60","6,136.40","6,136.40","65,30,11,400"
"May 20, 2016","6,053.40","6,156.50","6,053.40","6,156.30","6,156.30","78,05,82,600"
"May 19, 2016","6,165.80","6,165.80","6,050.20","6,053.40","6,053.40","93,64,94,700"
"May 18, 2016","6,167.80","6,169.30","6,116.00","6,165.80","6,165.80","88,75,29,400"
"May 17, 2016","6,151.40","6,215.90","6,147.20","6,167.80","6,167.80","75,88,10,700"
"May 16, 2016","6,138.50","6,157.20","6,092.20","6,151.40","6,151.40","44,53,29,500"
"May 13, 2016","6,104.20","6,138.50","6,060.10","6,138.50","6,138.50","64,63,63,000"
"May 12, 2016","6,162.50","6,193.20","6,094.10","6,104.20","6,104.20","69,87,62,400"
"May 11, 2016","6,156.70","6,172.70","6,131.20","6,162.50","6,162.50","57,30,62,300"
"May 10, 2016","6,114.80","6,180.20","6,114.80","6,156.70","6,156.70","65,29,91,800"
"May 09, 2016","6,125.70","6,177.60","6,108.40","6,114.80","6,114.80","66,94,94,900"
"May 06, 2016","6,117.30","6,129.90","6,054.70","6,125.70","6,125.70","72,03,45,400"
"May 05, 2016","6,112.00","6,152.60","6,102.30","6,117.30","6,117.30","71,32,31,200"
"May 04, 2016","6,185.60","6,185.60","6,100.80","6,112.00","6,112.00","77,55,63,200"
"May 03, 2016","6,241.90","6,270.00","6,159.90","6,185.60","6,185.60","89,50,95,800"
"Apr 29, 2016","6,322.40","6,322.40","6,241.90","6,241.90","6,241.90","86,55,53,800"
"Apr 28, 2016","6,319.90","6,322.40","6,224.50","6,322.40","6,322.40","86,17,57,000"
"Apr 27, 2016","6,284.50","6,319.90","6,255.20","6,319.90","6,319.90","82,23,61,600"
"Apr 26, 2016","6,260.90","6,297.90","6,260.90","6,284.50","6,284.50","77,68,25,800"
"Apr 25, 2016","6,310.40","6,324.60","6,249.30","6,260.90","6,260.90","68,86,78,400"
"Apr 22, 2016","6,381.40","6,381.60","6,289.30","6,310.40","6,310.40","67,59,30,800"
"Apr 21, 2016","6,410.30","6,427.30","6,352.90","6,381.40","6,381.40","83,16,12,200"
"Apr 20, 2016","6,405.40","6,421.90","6,367.40","6,410.30","6,410.30","81,47,53,100"
"Apr 19, 2016","6,353.50","6,418.30","6,353.50","6,405.40","6,405.40","80,84,78,400"
"Apr 18, 2016","6,343.80","6,354.90","6,261.70","6,353.50","6,353.50","61,33,94,400"
"Apr 15, 2016","6,365.10","6,372.50","6,328.20","6,343.80","6,343.80","78,08,41,700"
"Apr 14, 2016","6,362.90","6,373.90","6,335.40","6,365.10","6,365.10","85,31,06,400"
"Apr 13, 2016","6,242.40","6,362.90","6,242.40","6,362.90","6,362.90","95,71,36,100"
"Apr 12, 2016","6,200.10","6,248.30","6,176.30","6,242.40","6,242.40","69,01,37,700"
"Apr 11, 2016","6,204.40","6,229.70","6,165.50","6,200.10","6,200.10","55,25,86,500"
"Apr 08, 2016","6,136.90","6,216.30","6,136.90","6,204.40","6,204.40","62,21,27,800"
"Apr 07, 2016","6,161.60","6,204.10","6,119.40","6,136.90","6,136.90","76,17,29,900"
"Apr 06, 2016","6,091.20","6,161.60","6,091.20","6,161.60","6,161.60","73,86,61,300"
"Apr 05, 2016","6,164.70","6,164.70","6,061.90","6,091.20","6,091.20","82,60,23,000"
"Apr 04, 2016","6,146.10","6,202.00","6,132.90","6,164.70","6,164.70","54,66,84,700"
"Apr 01, 2016","6,174.90","6,174.90","6,076.90","6,146.10","6,146.10","74,74,79,000"
"Mar 31, 2016","6,203.20","6,203.40","6,149.80","6,174.90","6,174.90","74,63,99,600"
"Mar 30, 2016","6,105.90","6,221.80","6,105.90","6,203.20","6,203.20","80,38,11,000"
"Mar 29, 2016","6,106.50","6,156.70","6,070.80","6,105.90","6,105.90","59,63,25,500"
"Mar 24, 2016","6,199.10","6,199.10","6,090.00","6,106.50","6,106.50","62,52,82,200"
"Mar 23, 2016","6,192.70","6,216.80","6,171.10","6,199.10","6,199.10","62,14,95,500"
"Mar 22, 2016","6,184.60","6,193.50","6,110.40","6,192.70","6,192.70","73,89,84,400"
"Mar 21, 2016","6,189.60","6,215.30","6,154.10","6,184.60","6,184.60","53,20,73,700"
"Mar 18, 2016","6,201.10","6,237.00","6,186.20","6,189.60","6,189.60","1,12,91,94,800"
"Mar 17, 2016","6,175.50","6,220.00","6,125.70","6,201.10","6,201.10","83,26,14,900"
"Mar 16, 2016","6,140.00","6,186.20","6,134.30","6,175.50","6,175.50","70,07,61,300"
"Mar 15, 2016","6,174.60","6,174.60","6,114.80","6,140.00","6,140.00","70,03,13,300"
"Mar 14, 2016","6,139.80","6,197.80","6,139.80","6,174.60","6,174.60","68,85,85,100"
"Mar 11, 2016","6,036.70","6,150.90","6,036.70","6,139.80","6,139.80","72,17,03,700"
"Mar 10, 2016","6,146.30","6,203.40","6,036.70","6,036.70","6,036.70","1,05,62,46,900"
"Mar 09, 2016","6,125.40","6,174.80","6,118.20","6,146.30","6,146.30","75,83,31,300"
"Mar 08, 2016","6,182.40","6,182.50","6,101.90","6,125.40","6,125.40","91,35,17,000"
"Mar 07, 2016","6,199.40","6,216.10","6,125.60","6,182.40","6,182.40","81,79,55,900"
"Mar 04, 2016","6,130.50","6,204.10","6,130.50","6,199.40","6,199.40","86,60,51,300"
"Mar 03, 2016","6,147.10","6,173.70","6,108.40","6,130.50","6,130.50","90,28,40,400"
"Mar 02, 2016","6,152.90","6,194.00","6,097.80","6,147.10","6,147.10","90,45,52,300"
"Mar 01, 2016","6,097.10","6,153.80","6,070.50","6,152.90","6,152.90","93,36,26,200"
"Feb 29, 2016","6,096.00","6,105.00","6,033.20","6,097.10","6,097.10","94,17,05,500"
"Feb 26, 2016","6,012.80","6,115.40","6,012.80","6,096.00","6,096.00","85,89,37,600"
"Feb 25, 2016","5,867.20","6,029.00","5,867.20","6,012.80","6,012.80","99,99,56,900"
"Feb 24, 2016","5,962.30","5,966.70","5,845.60","5,867.20","5,867.20","83,46,82,500"
"Feb 23, 2016","6,037.70","6,037.70","5,954.20","5,962.30","5,962.30","74,73,86,200"
"Feb 22, 2016","5,950.20","6,065.80","5,950.20","6,037.70","6,037.70","82,21,07,000"
"Feb 19, 2016","5,972.00","6,001.20","5,916.30","5,950.20","5,950.20","69,29,01,300"
"Feb 18, 2016","6,030.30","6,036.50","5,948.30","5,972.00","5,972.00","80,98,67,000"
"Feb 17, 2016","5,862.20","6,030.30","5,862.20","6,030.30","6,030.30","94,87,53,000"
"Feb 16, 2016","5,824.30","5,880.70","5,812.50","5,862.20","5,862.20","77,10,95,900"
"Feb 15, 2016","5,707.60","5,844.50","5,707.60","5,824.30","5,824.30","72,46,55,800"
"Feb 12, 2016","5,537.00","5,707.60","5,537.00","5,707.60","5,707.60","1,08,35,97,100"
"Feb 11, 2016","5,672.30","5,672.30","5,499.50","5,537.00","5,537.00","1,06,83,10,100"
"Feb 10, 2016","5,632.20","5,712.80","5,616.90","5,672.30","5,672.30","99,46,34,100"
"Feb 09, 2016","5,689.40","5,739.30","5,596.30","5,632.20","5,632.20","1,14,69,04,600"
"Feb 08, 2016","5,848.10","5,882.40","5,666.10","5,689.40","5,689.40","99,58,38,800"
"Feb 05, 2016","5,898.80","5,945.90","5,839.40","5,848.10","5,848.10","95,41,58,300"
"Feb 04, 2016","5,837.10","5,938.10","5,831.10","5,898.80","5,898.80","1,02,16,66,600"
"Feb 03, 2016","5,922.00","5,924.60","5,791.00","5,837.10","5,837.10","99,62,02,200"
"Feb 02, 2016","6,060.10","6,060.50","5,889.60","5,922.00","5,922.00","98,69,62,800"
"Feb 01, 2016","6,083.80","6,115.10","5,993.80","6,060.10","6,060.10","80,86,43,200"
"Jan 29, 2016","5,931.80","6,083.80","5,931.80","6,083.80","6,083.80","98,81,53,400"
"Jan 28, 2016","5,990.40","6,020.50","5,889.40","5,931.80","5,931.80","89,24,36,800"
"Jan 27, 2016","5,911.50","5,990.40","5,870.80","5,990.40","5,990.40","87,50,26,000"
"Jan 26, 2016","5,877.00","5,919.20","5,771.40","5,911.50","5,911.50","85,22,96,000"
"Jan 25, 2016","5,900.00","5,933.50","5,851.80","5,877.00","5,877.00","80,37,77,200"
"Jan 22, 2016","5,773.80","5,926.90","5,773.80","5,900.00","5,900.00","87,99,68,100"
"Jan 21, 2016","5,673.60","5,781.20","5,659.20","5,773.80","5,773.80","1,08,93,35,700"
"Jan 20, 2016","5,876.80","5,876.80","5,639.90","5,673.60","5,673.60","1,03,50,52,400"
"Jan 19, 2016","5,779.90","5,915.70","5,779.90","5,876.80","5,876.80","80,86,97,900"
"Jan 18, 2016","5,804.10","5,852.10","5,766.50","5,779.90","5,779.90","71,88,79,400"
"Jan 15, 2016","5,918.20","5,934.60","5,769.20","5,804.10","5,804.10","1,08,43,38,100"
"Jan 14, 2016","5,961.00","5,961.00","5,829.30","5,918.20","5,918.20","1,06,70,78,800"
"Jan 13, 2016","5,929.20","6,011.10","5,929.20","5,961.00","5,961.00","80,95,02,200"
"Jan 12, 2016","5,871.80","5,985.80","5,866.70","5,929.20","5,929.20","80,67,37,100"
"Jan 11, 2016","5,912.40","5,941.90","5,871.80","5,871.80","5,871.80","81,73,13,600"
"Jan 08, 2016","5,954.10","6,013.40","5,912.40","5,912.40","5,912.40","80,99,64,200"
"Jan 07, 2016","6,073.40","6,073.40","5,888.00","5,954.10","5,954.10","1,05,43,15,500"
"Jan 06, 2016","6,137.20","6,137.20","6,018.70","6,073.40","6,073.40","69,99,57,700"
"Jan 05, 2016","6,093.40","6,166.30","6,079.20","6,137.20","6,137.20","62,40,70,800"
"Jan 04, 2016","6,242.30","6,242.30","6,071.00","6,093.40","6,093.40","68,62,32,700"
"Dec 31, 2015","6,274.10","6,278.30","6,233.00","6,242.30","6,242.30","16,14,27,100"
"Dec 30, 2015","6,314.60","6,314.60","6,261.50","6,274.10","6,274.10","32,78,17,500"
"Dec 29, 2015","6,254.60","6,314.60","6,245.20","6,314.60","6,314.60","44,84,41,700"
"Dec 24, 2015","6,241.00","6,259.90","6,236.90","6,254.60","6,254.60","10,88,51,800"
"Dec 23, 2015","6,083.10","6,248.50","6,083.10","6,241.00","6,241.00","57,86,30,000"
"Dec 22, 2015","6,034.80","6,090.60","6,031.80","6,083.10","6,083.10","42,43,23,400"
"Dec 21, 2015","6,052.40","6,114.00","6,034.80","6,034.80","6,034.80","54,50,01,400"
"Dec 18, 2015","6,102.50","6,105.60","6,051.70","6,052.40","6,052.40","1,23,49,66,800"
"Dec 17, 2015","6,061.20","6,160.80","6,061.20","6,102.50","6,102.50","72,51,25,100"
"Dec 16, 2015","6,017.80","6,089.30","6,016.30","6,061.20","6,061.20","75,06,64,600"
"Dec 15, 2015","5,874.10","6,036.70","5,874.10","6,017.80","6,017.80","81,12,31,700"
"Dec 14, 2015","5,952.80","6,009.90","5,871.90","5,874.10","5,874.10","78,10,19,600"
"Dec 11, 2015","6,088.10","6,088.10","5,949.80","5,952.80","5,952.80","80,59,84,900"
"Dec 10, 2015","6,126.70","6,127.10","6,080.00","6,088.10","6,088.10","83,80,93,600"
"Dec 09, 2015","6,135.20","6,175.80","6,101.20","6,126.70","6,126.70","75,18,52,900"
"Dec 08, 2015","6,223.50","6,224.90","6,120.70","6,135.20","6,135.20","79,05,74,400"
"Dec 07, 2015","6,238.30","6,287.20","6,215.20","6,223.50","6,223.50","54,22,55,600"
"Dec 04, 2015","6,275.00","6,277.60","6,219.50","6,238.30","6,238.30","66,27,90,200"
"Dec 03, 2015","6,420.90","6,444.70","6,275.00","6,275.00","6,275.00","79,33,56,800"
"Dec 02, 2015","6,395.70","6,447.30","6,395.20","6,420.90","6,420.90","56,60,98,900"
"Dec 01, 2015","6,356.10","6,402.40","6,356.10","6,395.70","6,395.70","78,47,43,400"
"Nov 30, 2015","6,375.20","6,387.10","6,329.90","6,356.10","6,356.10","83,44,58,200"
"Nov 27, 2015","6,393.10","6,393.10","6,345.30","6,375.20","6,375.20","47,17,64,000"
"Nov 26, 2015","6,337.60","6,395.30","6,333.90","6,393.10","6,393.10",-
"Nov 25, 2015","6,277.20","6,348.10","6,277.20","6,337.60","6,337.60","67,32,58,600"
"Nov 24, 2015","6,305.50","6,305.50","6,221.30","6,277.20","6,277.20","85,40,59,000"
"Nov 23, 2015","6,334.60","6,334.60","6,267.10","6,305.50","6,305.50","58,53,21,500"
"Nov 20, 2015","6,329.90","6,360.70","6,311.80","6,334.60","6,334.60","80,86,32,500"
"Nov 19, 2015","6,279.00","6,366.90","6,279.00","6,329.90","6,329.90","75,21,96,900"
"Nov 18, 2015","6,268.80","6,283.90","6,228.20","6,279.00","6,279.00","61,50,94,500"
"Nov 17, 2015","6,146.40","6,269.40","6,146.40","6,268.80","6,268.80","69,74,86,200"
"Nov 16, 2015","6,118.30","6,161.90","6,079.80","6,146.40","6,146.40","60,29,45,000"
"Nov 13, 2015","6,178.70","6,179.00","6,088.80","6,118.30","6,118.30","68,15,74,100"
"Nov 12, 2015","6,297.20","6,300.90","6,178.70","6,178.70","6,178.70","82,69,08,500"
"Nov 11, 2015","6,275.30","6,327.20","6,272.70","6,297.20","6,297.20","61,81,13,900"
"Nov 10, 2015","6,295.20","6,329.70","6,250.30","6,275.30","6,275.30","72,56,49,900"
"Nov 09, 2015","6,353.80","6,380.40","6,292.10","6,295.20","6,295.20","65,86,85,600"
"Nov 06, 2015","6,364.90","6,395.20","6,332.70","6,353.80","6,353.80","71,15,72,600"
"Nov 05, 2015","6,412.90","6,421.80","6,358.10","6,364.90","6,364.90","72,20,38,900"
"Nov 04, 2015","6,383.60","6,459.50","6,383.00","6,412.90","6,412.90","75,98,72,100"
"Nov 03, 2015","6,361.80","6,383.60","6,344.70","6,383.60","6,383.60","60,89,61,200"
"Nov 02, 2015","6,361.10","6,364.40","6,317.30","6,361.80","6,361.80","50,66,03,500"
"Oct 30, 2015","6,395.80","6,410.30","6,337.70","6,361.10","6,361.10","71,63,40,400"
"Oct 29, 2015","6,437.80","6,437.90","6,358.20","6,395.80","6,395.80","82,66,22,300"
"Oct 28, 2015","6,365.30","6,448.50","6,355.80","6,437.80","6,437.80","81,97,18,100"
"Oct 27, 2015","6,417.00","6,419.60","6,365.30","6,365.30","6,365.30","56,43,55,600"
"Oct 26, 2015","6,444.10","6,453.00","6,405.40","6,417.00","6,417.00","44,10,44,400"
"Oct 23, 2015","6,376.30","6,487.90","6,376.30","6,444.10","6,444.10","74,95,35,500"
"Oct 22, 2015","6,348.40","6,387.30","6,321.70","6,376.30","6,376.30","71,83,98,200"
"Oct 21, 2015","6,345.10","6,387.30","6,316.30","6,348.40","6,348.40","59,67,47,600"
"Oct 20, 2015","6,352.30","6,367.80","6,319.30","6,345.10","6,345.10","57,45,47,000"
"Oct 19, 2015","6,378.00","6,408.10","6,336.30","6,352.30","6,352.30","47,68,41,500"
"Oct 16, 2015","6,338.70","6,398.20","6,338.70","6,378.00","6,378.00","59,23,09,300"
"Oct 15, 2015","6,269.60","6,351.40","6,269.60","6,338.70","6,338.70","64,49,82,700"
"Oct 14, 2015","6,342.30","6,342.30","6,268.30","6,269.60","6,269.60","63,84,45,300"
"Oct 13, 2015","6,371.20","6,371.20","6,303.00","6,342.30","6,342.30","70,08,91,400"
"Oct 12, 2015","6,416.20","6,416.20","6,351.30","6,371.20","6,371.20","53,59,51,300"
"Oct 09, 2015","6,374.80","6,453.20","6,374.80","6,416.20","6,416.20","74,51,50,000"
"Oct 08, 2015","6,336.40","6,380.30","6,303.50","6,374.80","6,374.80","72,00,40,900"
"Oct 07, 2015","6,326.20","6,396.30","6,319.80","6,336.40","6,336.40","98,54,72,100"
"Oct 06, 2015","6,298.90","6,343.70","6,255.10","6,326.20","6,326.20","73,79,01,800"
"Oct 05, 2015","6,130.00","6,301.10","6,130.00","6,298.90","6,298.90","86,33,96,300"
"Oct 02, 2015","6,072.50","6,176.20","6,051.60","6,130.00","6,130.00","86,18,07,200"
"Oct 01, 2015","6,061.60","6,172.80","6,053.30","6,072.50","6,072.50","84,73,72,200"
"Sep 30, 2015","5,909.20","6,061.60","5,909.20","6,061.60","6,061.60","1,01,89,44,000"
"Sep 29, 2015","5,958.90","5,958.90","5,877.10","5,909.20","5,909.20","1,00,00,21,900"
"Sep 28, 2015","6,109.00","6,110.30","5,958.90","5,958.90","5,958.90","96,83,95,200"
"Sep 25, 2015","5,961.50","6,120.70","5,961.50","6,109.00","6,109.00","83,75,19,200"
"Sep 24, 2015","6,032.20","6,055.60","5,947.20","5,961.50","5,961.50","86,74,89,200"
"Sep 23, 2015","5,935.80","6,067.60","5,933.20","6,032.20","6,032.20","72,57,07,700"
"Sep 22, 2015","6,108.70","6,111.60","5,935.80","5,935.80","5,935.80","94,16,57,100"
"Sep 21, 2015","6,104.10","6,168.70","6,083.60","6,108.70","6,108.70","69,75,37,600"
"Sep 18, 2015","6,187.00","6,188.70","6,053.90","6,104.10","6,104.10","1,50,81,72,800"
"Sep 17, 2015","6,229.20","6,239.90","6,182.60","6,187.00","6,187.00","83,68,39,300"
"Sep 16, 2015","6,137.60","6,244.90","6,137.60","6,229.20","6,229.20","81,89,94,800"
"Sep 15, 2015","6,084.60","6,158.10","6,019.90","6,137.60","6,137.60","70,65,22,000"
"Sep 14, 2015","6,117.80","6,191.80","6,065.40","6,084.60","6,084.60","59,86,65,000"
"Sep 11, 2015","6,155.80","6,174.30","6,113.10","6,117.80","6,117.80","58,46,20,900"
"Sep 10, 2015","6,229.00","6,229.00","6,127.50","6,155.80","6,155.80","74,95,36,800"
"Sep 09, 2015","6,146.10","6,284.20","6,146.10","6,229.00","6,229.00","73,42,67,900"
"Sep 08, 2015","6,074.50","6,196.50","6,074.50","6,146.10","6,146.10","66,45,77,700"
"Sep 07, 2015","6,042.90","6,125.70","6,042.90","6,074.50","6,074.50","46,47,60,500"
"Sep 04, 2015","6,194.10","6,194.10","6,040.50","6,042.90","6,042.90","74,31,72,100"
"Sep 03, 2015","6,083.30","6,215.70","6,083.30","6,194.10","6,194.10","73,57,20,100"
"Sep 02, 2015","6,058.50","6,161.70","6,021.40","6,083.30","6,083.30","76,91,81,300"
"Sep 01, 2015","6,247.90","6,247.90","6,028.70","6,058.50","6,058.50","1,00,11,28,800"
"Aug 28, 2015","6,192.00","6,247.90","6,152.00","6,247.90","6,247.90","86,88,31,700"
"Aug 27, 2015","5,979.20","6,212.50","5,979.20","6,192.00","6,192.00","1,02,80,65,800"
"Aug 26, 2015","6,081.30","6,095.10","5,949.90","5,979.20","5,979.20","99,19,33,700"
"Aug 25, 2015","5,898.90","6,115.70","5,898.90","6,081.30","6,081.30","1,33,59,24,300"
"Aug 24, 2015","6,187.70","6,187.70","5,768.20","5,898.90","5,898.90","1,65,72,66,300"
"Aug 21, 2015","6,367.90","6,367.90","6,187.70","6,187.70","6,187.70","80,72,43,600"
"Aug 20, 2015","6,403.50","6,408.60","6,359.70","6,367.90","6,367.90","72,85,64,100"
"Aug 19, 2015","6,526.30","6,526.50","6,403.50","6,403.50","6,403.50","69,94,46,800"
"Aug 18, 2015","6,550.30","6,564.60","6,505.70","6,526.30","6,526.30","53,83,48,700"
"Aug 17, 2015","6,550.70","6,585.90","6,507.80","6,550.30","6,550.30","47,12,78,500"
"Aug 14, 2015","6,568.30","6,603.20","6,544.40","6,550.70","6,550.70","57,76,12,000"
"Aug 13, 2015","6,571.20","6,634.70","6,553.50","6,568.30","6,568.30","66,89,00,300"
"Aug 12, 2015","6,664.50","6,664.50","6,536.40","6,571.20","6,571.20","1,08,55,54,700"
"Aug 11, 2015","6,736.20","6,736.20","6,664.00","6,664.50","6,664.50","72,75,72,100"
"Aug 10, 2015","6,718.50","6,751.50","6,653.70","6,736.20","6,736.20","76,54,78,700"
"Aug 07, 2015","6,747.10","6,754.80","6,718.50","6,718.50","6,718.50","59,55,85,900"
"Aug 06, 2015","6,752.40","6,763.30","6,717.50","6,747.10","6,747.10","69,16,13,500"
"Aug 05, 2015","6,686.60","6,764.80","6,686.60","6,752.40","6,752.40","84,72,70,800"
"Aug 04, 2015","6,688.60","6,715.50","6,644.70","6,686.60","6,686.60","1,39,94,30,100"
"Aug 03, 2015","6,696.30","6,710.80","6,668.20","6,688.60","6,688.60","67,98,85,300"
"Jul 31, 2015","6,668.90","6,705.40","6,646.30","6,696.30","6,696.30","95,84,22,600"
"Jul 30, 2015","6,631.00","6,697.40","6,631.00","6,668.90","6,668.90","77,80,87,100"
"Jul 29, 2015","6,555.30","6,634.00","6,555.30","6,631.00","6,631.00","82,00,41,700"
"Jul 28, 2015","6,505.10","6,569.50","6,505.10","6,555.30","6,555.30","70,92,36,100"
"Jul 27, 2015","6,579.80","6,589.50","6,495.70","6,505.10","6,505.10","67,83,22,600"
"Jul 24, 2015","6,655.00","6,684.80","6,574.00","6,579.80","6,579.80","64,47,93,200"
"Jul 23, 2015","6,667.30","6,711.50","6,644.90","6,655.00","6,655.00","63,22,87,000"
"Jul 22, 2015","6,769.10","6,769.10","6,653.40","6,667.30","6,667.30","69,34,76,700"
"Jul 21, 2015","6,788.70","6,800.10","6,758.80","6,769.10","6,769.10","55,63,04,800"
"Jul 20, 2015","6,775.10","6,813.40","6,772.10","6,788.70","6,788.70","41,95,32,500"
"Jul 17, 2015","6,796.50","6,799.80","6,764.80","6,775.10","6,775.10","58,42,13,200"
"Jul 16, 2015","6,753.80","6,805.10","6,752.10","6,796.50","6,796.50","58,74,58,400"
"Jul 15, 2015","6,753.80","6,775.90","6,728.50","6,753.80","6,753.80","54,95,49,300"
"Jul 14, 2015","6,738.00","6,753.80","6,710.60","6,753.80","6,753.80","59,53,18,500"
"Jul 13, 2015","6,673.40","6,743.10","6,673.40","6,738.00","6,738.00","64,31,84,300"
"Jul 10, 2015","6,581.60","6,687.60","6,581.60","6,673.40","6,673.40","69,94,09,100"
"Jul 09, 2015","6,490.70","6,594.20","6,490.70","6,581.60","6,581.60","76,49,73,200"
"Jul 08, 2015","6,432.20","6,515.10","6,430.40","6,490.70","6,490.70","91,31,11,000"
"Jul 07, 2015","6,535.70","6,543.80","6,432.20","6,432.20","6,432.20","76,77,58,000"
"Jul 06, 2015","6,585.80","6,585.80","6,506.70","6,535.70","6,535.70","61,06,44,900"
"Jul 03, 2015","6,630.50","6,630.80","6,572.50","6,585.80","6,585.80","44,89,98,200"
"Jul 02, 2015","6,608.60","6,647.70","6,600.40","6,630.50","6,630.50","59,04,21,700"
"Jul 01, 2015","6,521.00","6,637.30","6,521.00","6,608.60","6,608.60","78,95,88,400"
"Jun 30, 2015","6,620.50","6,620.80","6,521.00","6,521.00","6,521.00","88,22,43,000"
"Jun 29, 2015","6,753.70","6,753.70","6,598.60","6,620.50","6,620.50","76,27,52,000"
"Jun 26, 2015","6,807.80","6,807.80","6,731.10","6,753.70","6,753.70","59,72,78,600"
"Jun 25, 2015","6,844.80","6,869.00","6,798.80","6,807.80","6,807.80","65,53,33,800"
