Date,KLSE_Open,KLSE_High,KLSE_Low,KLSE_Close,KLSE_AdjClose,KLSE_Volume
"Mar 07, 2016","1,696.11","1,710.20","1,694.09","1,697.93","1,697.93","16,16,12,100"
"Mar 04, 2016","1,686.48","1,700.49","1,685.73","1,692.49","1,692.49","16,42,33,700"
"Mar 03, 2016","1,694.08","1,699.96","1,684.32","1,688.20","1,688.20","17,17,59,100"
"Mar 02, 2016","1,674.65","1,691.03","1,674.65","1,691.03","1,691.03","18,74,97,000"
"Mar 01, 2016","1,658.42","1,670.82","1,655.47","1,670.82","1,670.82","11,18,15,800"
"Feb 29, 2016","1,661.98","1,664.11","1,651.55","1,654.75","1,654.75","18,94,94,400"
"Feb 26, 2016","1,664.84","1,665.64","1,658.36","1,663.44","1,663.44","14,98,09,500"
"Feb 25, 2016","1,664.97","1,672.56","1,658.16","1,658.16","1,658.16","14,41,54,300"
"Feb 24, 2016","1,676.43","1,677.24","1,664.17","1,664.17","1,664.17","10,79,44,800"
"Feb 23, 2016","1,674.88","1,685.88","1,674.20","1,677.28","1,677.28","11,66,96,100"
"Feb 22, 2016","1,671.41","1,679.96","1,670.47","1,674.59","1,674.59","10,73,13,400"
"Feb 19, 2016","1,673.84","1,685.23","1,673.84","1,674.88","1,674.88","11,80,55,500"
"Feb 18, 2016","1,665.80","1,685.65","1,665.80","1,680.02","1,680.02","15,09,90,900"
"Feb 17, 2016","1,658.75","1,669.02","1,658.27","1,664.32","1,664.32","10,86,51,100"
"Feb 16, 2016","1,651.43","1,664.99","1,651.35","1,664.99","1,664.99","13,82,83,100"
"Feb 15, 2016","1,652.65","1,661.34","1,648.46","1,649.96","1,649.96","11,58,16,700"
"Feb 12, 2016","1,643.66","1,648.70","1,638.50","1,643.74","1,643.74","12,15,12,600"
"Feb 11, 2016","1,644.60","1,645.50","1,638.88","1,643.95","1,643.95","10,33,01,900"
"Feb 10, 2016","1,670.93","1,670.93","1,644.41","1,644.41","1,644.41","8,96,39,000"
"Feb 09, 2016",-,-,-,-,-,-
"Feb 08, 2016",-,-,-,-,-,-
"Feb 05, 2016","1,654.60","1,663.77","1,653.68","1,662.46","1,662.46","13,40,59,600"
"Feb 04, 2016","1,638.09","1,656.82","1,638.09","1,656.77","1,656.77","16,63,49,800"
"Feb 03, 2016","1,636.66","1,642.53","1,631.11","1,633.30","1,633.30","13,90,17,600"
"Feb 02, 2016","1,663.99","1,666.51","1,651.29","1,653.18","1,653.18","21,62,39,600"
"Jan 29, 2016","1,635.34","1,667.80","1,631.62","1,667.80","1,667.80","39,99,12,300"
"Jan 28, 2016","1,631.48","1,639.03","1,626.40","1,634.53","1,634.53","22,83,49,900"
"Jan 27, 2016","1,627.30","1,640.84","1,627.30","1,631.54","1,631.54","12,02,00,600"
"Jan 26, 2016","1,627.29","1,627.44","1,618.26","1,626.66","1,626.66","12,32,30,900"
"Jan 22, 2016","1,609.40","1,626.49","1,609.40","1,625.21","1,625.21","14,27,97,600"
"Jan 21, 2016","1,616.12","1,618.06","1,600.92","1,600.92","1,600.92","13,82,03,300"
"Jan 20, 2016","1,628.16","1,628.65","1,618.32","1,618.83","1,618.83","14,52,72,500"
"Jan 19, 2016","1,622.37","1,632.60","1,621.86","1,629.22","1,629.22","12,41,74,400"
"Jan 18, 2016","1,624.48","1,625.46","1,608.81","1,622.64","1,622.64","11,34,17,400"
"Jan 15, 2016","1,635.03","1,639.12","1,628.55","1,628.55","1,628.55","11,09,35,100"
"Jan 14, 2016","1,639.30","1,639.30","1,632.34","1,633.44","1,633.44","12,32,16,900"
"Jan 13, 2016","1,642.90","1,646.48","1,640.64","1,642.54","1,642.54","11,40,03,400"
"Jan 12, 2016","1,636.93","1,648.43","1,636.93","1,641.37","1,641.37","14,51,40,100"
"Jan 11, 2016","1,657.89","1,657.89","1,637.59","1,637.59","1,637.59","12,09,79,600"
"Jan 08, 2016","1,651.03","1,664.53","1,648.66","1,657.61","1,657.61","11,65,70,900"
"Jan 07, 2016","1,663.36","1,669.79","1,655.13","1,655.13","1,655.13","14,29,25,700"
"Jan 06, 2016","1,667.87","1,675.37","1,661.69","1,667.97","1,667.97","13,05,17,600"
"Jan 05, 2016","1,655.03","1,673.17","1,653.00","1,665.70","1,665.70","11,67,44,800"
"Jan 04, 2016","1,686.82","1,687.89","1,653.37","1,653.37","1,653.37","10,11,77,800"
"Dec 31, 2015","1,692.50","1,697.43","1,688.74","1,692.51","1,692.51","8,16,41,200"
"Dec 30, 2015","1,686.95","1,706.25","1,686.85","1,693.14","1,693.14","12,17,07,500"
"Dec 29, 2015","1,674.89","1,686.40","1,674.89","1,685.36","1,685.36","12,22,30,100"
"Dec 28, 2015","1,659.57","1,674.98","1,658.80","1,670.73","1,670.73","11,84,76,500"
"Dec 23, 2015","1,641.18","1,663.51","1,641.14","1,663.51","1,663.51","11,06,09,400"
"Dec 22, 2015","1,634.34","1,643.26","1,630.97","1,643.26","1,643.26","10,21,53,300"
"Dec 21, 2015","1,641.92","1,641.92","1,627.63","1,629.09","1,629.09","8,96,83,000"
"Dec 18, 2015","1,651.77","1,651.77","1,642.83","1,643.90","1,643.90","14,61,15,400"
"Dec 17, 2015","1,635.96","1,656.52","1,635.12","1,656.52","1,656.52","16,65,89,900"
"Dec 16, 2015","1,637.84","1,638.37","1,628.76","1,634.13","1,634.13","12,32,98,000"
"Dec 15, 2015","1,631.10","1,633.35","1,622.84","1,622.84","1,622.84","12,32,96,800"
"Dec 14, 2015","1,629.32","1,635.28","1,625.12","1,629.96","1,629.96","11,71,35,400"
"Dec 11, 2015","1,650.11","1,650.14","1,640.14","1,640.14","1,640.14","14,99,64,200"
"Dec 10, 2015","1,660.47","1,661.19","1,648.65","1,648.65","1,648.65","13,86,49,000"
"Dec 09, 2015","1,667.19","1,668.46","1,659.36","1,659.36","1,659.36","11,04,62,000"
"Dec 08, 2015","1,669.67","1,672.04","1,665.97","1,669.24","1,669.24","9,28,98,900"
"Dec 07, 2015","1,670.25","1,675.96","1,668.59","1,672.00","1,672.00","10,23,48,700"
"Dec 04, 2015","1,670.80","1,673.11","1,667.14","1,667.87","1,667.87","10,37,42,900"
"Dec 03, 2015","1,671.99","1,677.00","1,671.43","1,673.92","1,673.92","11,76,65,100"
"Dec 02, 2015","1,682.53","1,686.36","1,676.77","1,676.77","1,676.77","10,79,87,000"
"Dec 01, 2015","1,670.29","1,682.37","1,667.16","1,682.37","1,682.37","17,38,55,000"
"Nov 30, 2015","1,675.41","1,675.41","1,663.03","1,672.16","1,672.16","28,54,85,000"
"Nov 27, 2015","1,676.93","1,684.63","1,674.83","1,682.59","1,682.59","12,88,80,000"
"Nov 26, 2015","1,678.15","1,688.79","1,674.67","1,683.09","1,683.09","13,90,35,200"
"Nov 25, 2015","1,672.63","1,684.77","1,671.58","1,684.42","1,684.42","13,84,58,200"
"Nov 24, 2015","1,678.68","1,686.69","1,677.03","1,677.03","1,677.03","13,86,87,000"
"Nov 23, 2015","1,661.59","1,673.92","1,661.59","1,670.90","1,670.90","10,29,40,500"
"Nov 20, 2015","1,660.17","1,663.48","1,657.13","1,661.89","1,661.89","10,18,21,000"
"Nov 19, 2015","1,657.09","1,664.30","1,655.99","1,660.06","1,660.06","10,63,37,300"
"Nov 18, 2015","1,661.41","1,664.64","1,656.27","1,656.50","1,656.50","10,78,55,700"
"Nov 17, 2015","1,661.28","1,677.37","1,660.07","1,661.53","1,661.53","12,50,22,700"
"Nov 16, 2015","1,651.31","1,658.80","1,644.29","1,656.00","1,656.00","10,11,58,000"
"Nov 13, 2015","1,663.93","1,664.59","1,651.45","1,658.91","1,658.91","13,44,27,000"
"Nov 12, 2015","1,663.48","1,670.03","1,657.77","1,663.20","1,663.20","11,07,52,900"
"Nov 11, 2015","1,673.10","1,674.68","1,657.88","1,665.32","1,665.32","15,49,66,900"
"Nov 09, 2015","1,683.88","1,686.32","1,680.79","1,686.11","1,686.11","7,95,83,400"
"Nov 06, 2015","1,686.35","1,693.07","1,685.08","1,685.70","1,685.70","10,49,42,900"
"Nov 05, 2015","1,683.43","1,696.99","1,679.91","1,688.54","1,688.54","13,09,43,800"
"Nov 04, 2015","1,681.66","1,687.95","1,679.79","1,685.62","1,685.62","17,28,71,500"
"Nov 03, 2015","1,665.07","1,677.56","1,665.07","1,677.56","1,677.56","12,72,75,700"
"Nov 02, 2015","1,665.30","1,667.43","1,658.98","1,664.07","1,664.07","11,35,60,800"
"Oct 30, 2015","1,667.42","1,673.26","1,663.76","1,665.71","1,665.71","14,27,85,600"
"Oct 29, 2015","1,689.34","1,691.28","1,666.98","1,666.98","1,666.98","16,74,76,200"
"Oct 28, 2015","1,694.64","1,694.98","1,684.36","1,686.51","1,686.51","12,09,00,800"
"Oct 27, 2015","1,702.57","1,703.75","1,694.22","1,696.95","1,696.95","13,17,21,300"
"Oct 26, 2015","1,715.30","1,715.95","1,703.09","1,706.79","1,706.79","10,63,07,200"
